,date,province,total,admitted,deaths
629,2020-05-04,Limburg,4263,1520,649
630,2020-05-04,Noord-Brabant,8407,2597,1394
631,2020-05-04,Noord-Holland,5921,1551,665
632,2020-05-04,Overijssel,2779,536,273
633,2020-05-04,Utrecht,2929,833,351
634,2020-05-04,Zeeland,597,149,54
635,2020-05-04,Zuid-Holland,8466,1935,942
636,2020-05-05,Drenthe,491,115,32
637,2020-05-05,Flevoland,787,255,58
638,2020-05-05,Friesland,541,128,59
639,2020-05-05,Gelderland,5303,1350,607
640,2020-05-05,Groningen,338,75,13
641,2020-05-05,Limburg,4278,1522,654
642,2020-05-05,Noord-Brabant,8440,2623,1405
643,2020-05-05,Noord-Holland,5991,1564,679
644,2020-05-05,Overijssel,2795,541,278
645,2020-05-05,Utrecht,2980,833,358
646,2020-05-05,Zeeland,599,149,54
647,2020-05-05,Zuid-Holland,8544,1948,971
648,2020-05-06,Drenthe,493,115,32
649,2020-05-06,Flevoland,804,256,58
650,2020-05-06,Friesland,546,128,59
651,2020-05-06,Gelderland,5336,1353,613
652,2020-05-06,Groningen,339,75,13
653,2020-05-06,Limburg,4298,1522,659
654,2020-05-06,Noord-Brabant,8456,2627,1410
655,2020-05-06,Noord-Holland,6049,1570,687
656,2020-05-06,Overijssel,2804,541,279
657,2020-05-06,Utrecht,2984,835,360
658,2020-05-06,Zeeland,611,149,54
659,2020-05-06,Zuid-Holland,8599,1952,980
660,2020-05-07,Drenthe,493,116,32
661,2020-05-07,Flevoland,809,257,65
662,2020-05-07,Friesland,549,128,59
663,2020-05-07,Gelderland,5362,1356,616
664,2020-05-07,Groningen,340,75,14
665,2020-05-07,Limburg,4322,1524,667
666,2020-05-07,Noord-Brabant,8508,2634,1424
667,2020-05-07,Noord-Holland,6099,1569,705
668,2020-05-07,Overijssel,2822,542,280
669,2020-05-07,Utrecht,3155,836,365
670,2020-05-07,Zeeland,619,149,55
671,2020-05-07,Zuid-Holland,8696,1970,1006
672,2020-05-08,Drenthe,494,116,32
673,2020-05-08,Flevoland,821,259,66
674,2020-05-08,Friesland,568,128,59
675,2020-05-08,Gelderland,5397,1366,618
676,2020-05-08,Groningen,340,75,14
677,2020-05-08,Limburg,4366,1524,672
678,2020-05-08,Noord-Brabant,8545,2665,1431
679,2020-05-08,Noord-Holland,6141,1577,713
680,2020-05-08,Overijssel,2843,543,282
681,2020-05-08,Utrecht,3178,839,370
682,2020-05-08,Zeeland,624,149,58
683,2020-05-08,Zuid-Holland,8776,1986,1044
684,2020-05-09,Drenthe,495,116,38
685,2020-05-09,Flevoland,835,260,71
686,2020-05-09,Friesland,572,129,59
687,2020-05-09,Gelderland,5413,1382,626
688,2020-05-09,Groningen,340,75,14
689,2020-05-09,Limburg,4389,1526,676
690,2020-05-09,Noord-Brabant,8599,2677,1447
691,2020-05-09,Noord-Holland,6190,1581,720
692,2020-05-09,Overijssel,2860,544,284
693,2020-05-09,Utrecht,3205,840,371
694,2020-05-09,Zeeland,625,150,59
695,2020-05-09,Zuid-Holland,8859,2005,1057
696,2020-05-10,Drenthe,496,116,38
697,2020-05-10,Flevoland,850,262,71
698,2020-05-10,Friesland,577,129,59
699,2020-05-10,Gelderland,5438,1383,630
700,2020-05-10,Groningen,341,75,14
701,2020-05-10,Limburg,4416,1527,681
702,2020-05-10,Noord-Brabant,8628,2684,1451
703,2020-05-10,Noord-Holland,6230,1583,721
704,2020-05-10,Overijssel,2867,545,285
705,2020-05-10,Utrecht,3228,845,372
706,2020-05-10,Zeeland,628,151,59
707,2020-05-10,Zuid-Holland,8928,2007,1059
708,2020-05-11,Drenthe,497,116,38
709,2020-05-11,Flevoland,851,261,71
710,2020-05-11,Friesland,583,129,59
711,2020-05-11,Gelderland,5462,1396,631
712,2020-05-11,Groningen,344,75,14
713,2020-05-11,Limburg,4434,1530,686
714,2020-05-11,Noord-Brabant,8647,2693,1451
715,2020-05-11,Noord-Holland,6265,1588,723
716,2020-05-11,Overijssel,2861,545,286
717,2020-05-11,Utrecht,3240,850,376
718,2020-05-11,Zeeland,630,152,59
719,2020-05-11,Zuid-Holland,8974,2008,1062
720,2020-05-12,Drenthe,498,116,38
721,2020-05-12,Flevoland,859,261,72
722,2020-05-12,Friesland,589,129,59
723,2020-05-12,Gelderland,5486,1400,634
724,2020-05-12,Groningen,344,75,14
725,2020-05-12,Limburg,4444,1533,687
726,2020-05-12,Noord-Brabant,8685,2700,1466
727,2020-05-12,Noord-Holland,6290,1595,732
728,2020-05-12,Overijssel,2873,545,288
729,2020-05-12,Utrecht,3250,853,378
730,2020-05-12,Zeeland,631,152,60
731,2020-05-12,Zuid-Holland,9035,2019,1082
732,2020-05-13,Drenthe,499,116,38
733,2020-05-13,Flevoland,862,262,73
734,2020-05-13,Friesland,591,129,59
735,2020-05-13,Gelderland,5505,1404,636
736,2020-05-13,Groningen,344,75,14
737,2020-05-13,Limburg,4465,1532,695
738,2020-05-13,Noord-Brabant,8702,2728,1472
739,2020-05-13,Noord-Holland,6323,1596,740
740,2020-05-13,Overijssel,2886,545,291
741,2020-05-13,Utrecht,3270,853,384
742,2020-05-13,Zeeland,632,152,63
743,2020-05-13,Zuid-Holland,9132,2038,1097
744,2020-05-14,Drenthe,499,116,38
745,2020-05-14,Flevoland,864,262,73
746,2020-05-14,Friesland,593,129,60
747,2020-05-14,Gelderland,5529,1416,640
748,2020-05-14,Groningen,345,75,14
749,2020-05-14,Limburg,4484,1534,699
750,2020-05-14,Noord-Brabant,8748,2729,1475
751,2020-05-14,Noord-Holland,6377,1598,748
752,2020-05-14,Overijssel,2898,546,293
753,2020-05-14,Utrecht,3291,853,386
754,2020-05-14,Zeeland,634,152,63
755,2020-05-14,Zuid-Holland,9219,2047,1101
756,2020-05-15,Drenthe,500,116,40
757,2020-05-15,Flevoland,870,263,81
758,2020-05-15,Friesland,595,129,60
759,2020-05-15,Gelderland,5544,1431,646
760,2020-05-15,Groningen,345,75,15
761,2020-05-15,Limburg,4520,1535,703
762,2020-05-15,Noord-Brabant,8770,2730,1480
763,2020-05-15,Noord-Holland,6416,1603,758
764,2020-05-15,Overijssel,2903,546,294
765,2020-05-15,Utrecht,3305,856,387
766,2020-05-15,Zeeland,638,152,63
767,2020-05-15,Zuid-Holland,9275,2056,1116
768,2020-05-16,Drenthe,500,116,40
769,2020-05-16,Flevoland,874,263,82
770,2020-05-16,Friesland,597,129,60
771,2020-05-16,Gelderland,5560,1451,648
772,2020-05-16,Groningen,345,75,15
773,2020-05-16,Limburg,4536,1541,705
774,2020-05-16,Noord-Brabant,8803,2738,1481
775,2020-05-16,Noord-Holland,6442,1604,763
776,2020-05-16,Overijssel,2914,546,294
777,2020-05-16,Utrecht,3330,856,389
778,2020-05-16,Zeeland,638,152,63
779,2020-05-16,Zuid-Holland,9331,2066,1130
780,2020-05-17,Drenthe,500,116,40
781,2020-05-17,Flevoland,880,264,82
782,2020-05-17,Friesland,598,129,60
783,2020-05-17,Gelderland,5586,1455,649
784,2020-05-17,Groningen,345,75,15
785,2020-05-17,Limburg,4544,1542,707
786,2020-05-17,Noord-Brabant,8813,2740,1481
787,2020-05-17,Noord-Holland,6456,1606,768
788,2020-05-17,Overijssel,2918,546,294
789,2020-05-17,Utrecht,3346,855,391
790,2020-05-17,Zeeland,639,152,63
791,2020-05-17,Zuid-Holland,9370,2072,1130
792,2020-05-18,Drenthe,501,116,40
793,2020-05-18,Flevoland,882,264,82
794,2020-05-18,Friesland,600,129,60
795,2020-05-18,Gelderland,5598,1466,652
796,2020-05-18,Groningen,345,75,15
797,2020-05-18,Limburg,4555,1543,710
798,2020-05-18,Noord-Brabant,8831,2746,1483
799,2020-05-18,Noord-Holland,6472,1607,770
800,2020-05-18,Overijssel,2919,546,295
801,2020-05-18,Utrecht,3363,855,391
802,2020-05-18,Zeeland,643,152,64
803,2020-05-18,Zuid-Holland,9432,2080,1132
804,2020-05-19,Drenthe,501,116,40
805,2020-05-19,Flevoland,883,265,82
806,2020-05-19,Friesland,600,129,60
807,2020-05-19,Gelderland,5613,1472,655
808,2020-05-19,Groningen,345,75,15
809,2020-05-19,Limburg,4558,1545,710
810,2020-05-19,Noord-Brabant,8851,2749,1486
811,2020-05-19,Noord-Holland,6489,1616,771
812,2020-05-19,Overijssel,2925,546,295
813,2020-05-19,Utrecht,3373,859,392
814,2020-05-19,Zeeland,644,152,64
815,2020-05-19,Zuid-Holland,9467,2089,1145
816,2020-05-20,Drenthe,503,116,40
817,2020-05-20,Flevoland,889,264,82
818,2020-05-20,Friesland,602,129,60
819,2020-05-20,Gelderland,5651,1480,656
820,2020-05-20,Groningen,345,75,15
821,2020-05-20,Limburg,4562,1545,713
822,2020-05-20,Noord-Brabant,8879,2751,1491
823,2020-05-20,Noord-Holland,6519,1618,772
824,2020-05-20,Overijssel,2933,546,299
825,2020-05-20,Utrecht,3391,860,395
826,2020-05-20,Zeeland,647,152,64
827,2020-05-20,Zuid-Holland,9526,2091,1161
828,2020-05-21,Drenthe,503,116,40
829,2020-05-21,Flevoland,894,264,82
830,2020-05-21,Friesland,604,129,60
831,2020-05-21,Gelderland,5692,1481,658
832,2020-05-21,Groningen,347,75,15
833,2020-05-21,Limburg,4579,1546,716
834,2020-05-21,Noord-Brabant,8900,2751,1492
835,2020-05-21,Noord-Holland,6551,1618,776
836,2020-05-21,Overijssel,2941,546,300
837,2020-05-21,Utrecht,3416,861,396
838,2020-05-21,Zeeland,655,152,64
839,2020-05-21,Zuid-Holland,9618,2101,1176
840,2020-05-22,Drenthe,505,116,40
841,2020-05-22,Flevoland,898,265,82
842,2020-05-22,Friesland,606,131,62
843,2020-05-22,Gelderland,5722,1483,658
844,2020-05-22,Groningen,347,75,15
845,2020-05-22,Limburg,4597,1547,719
846,2020-05-22,Noord-Brabant,8916,2751,1493
847,2020-05-22,Noord-Holland,6586,1617,781
848,2020-05-22,Overijssel,2948,547,300
849,2020-05-22,Utrecht,3439,861,397
850,2020-05-22,Zeeland,657,152,65
851,2020-05-22,Zuid-Holland,9667,2104,1176
852,2020-05-23,Drenthe,508,116,40
853,2020-05-23,Flevoland,898,266,82
854,2020-05-23,Friesland,606,130,62
855,2020-05-23,Gelderland,5741,1484,659
856,2020-05-23,Groningen,347,75,16
857,2020-05-23,Limburg,4627,1550,721
858,2020-05-23,Noord-Brabant,8949,2753,1494
859,2020-05-23,Noord-Holland,6608,1617,782
860,2020-05-23,Overijssel,2957,547,301
861,2020-05-23,Utrecht,3458,861,399
862,2020-05-23,Zeeland,661,152,66
863,2020-05-23,Zuid-Holland,9704,2108,1189
864,2020-05-24,Drenthe,508,116,40
865,2020-05-24,Flevoland,900,266,82
866,2020-05-24,Friesland,607,130,62
867,2020-05-24,Gelderland,5793,1487,659
868,2020-05-24,Groningen,347,75,16
869,2020-05-24,Limburg,4634,1551,724
870,2020-05-24,Noord-Brabant,8972,2755,1495
871,2020-05-24,Noord-Holland,6620,1620,785
872,2020-05-24,Overijssel,2964,547,301
873,2020-05-24,Utrecht,3477,862,400
874,2020-05-24,Zeeland,665,152,66
875,2020-05-24,Zuid-Holland,9749,2111,1192
876,2020-05-25,Drenthe,509,116,40
877,2020-05-25,Flevoland,901,266,82
878,2020-05-25,Friesland,607,130,62
879,2020-05-25,Gelderland,5869,1487,659
880,2020-05-25,Groningen,347,75,16
881,2020-05-25,Limburg,4651,1553,724
882,2020-05-25,Noord-Brabant,8992,2755,1495
883,2020-05-25,Noord-Holland,6630,1621,788
884,2020-05-25,Overijssel,2969,547,303
885,2020-05-25,Utrecht,3500,865,402
886,2020-05-25,Zeeland,671,152,66
887,2020-05-25,Zuid-Holland,9799,2113,1193
888,2020-05-26,Drenthe,509,116,40
889,2020-05-26,Flevoland,907,267,83
890,2020-05-26,Friesland,607,130,62
891,2020-05-26,Gelderland,5910,1489,662
892,2020-05-26,Groningen,347,75,16
893,2020-05-26,Limburg,4658,1554,726
894,2020-05-26,Noord-Brabant,9017,2755,1498
895,2020-05-26,Noord-Holland,6637,1622,794
896,2020-05-26,Overijssel,2975,547,303
897,2020-05-26,Utrecht,3509,867,402
898,2020-05-26,Zeeland,672,152,66
899,2020-05-26,Zuid-Holland,9830,2116,1204
900,2020-05-27,Drenthe,509,116,40
901,2020-05-27,Flevoland,912,267,85
902,2020-05-27,Friesland,608,130,62
903,2020-05-27,Gelderland,5944,1489,663
904,2020-05-27,Groningen,347,75,17
905,2020-05-27,Limburg,4663,1554,726
906,2020-05-27,Noord-Brabant,9038,2755,1501
907,2020-05-27,Noord-Holland,6665,1623,796
908,2020-05-27,Overijssel,2981,549,303
909,2020-05-27,Utrecht,3531,868,402
910,2020-05-27,Zeeland,675,152,66
911,2020-05-27,Zuid-Holland,9895,2119,1210
912,2020-05-28,Drenthe,509,116,40
913,2020-05-28,Flevoland,916,267,87
914,2020-05-28,Friesland,608,130,62
915,2020-05-28,Gelderland,5982,1490,666
916,2020-05-28,Groningen,348,75,17
917,2020-05-28,Limburg,4677,1557,732
918,2020-05-28,Noord-Brabant,9083,2756,1508
919,2020-05-28,Noord-Holland,6676,1629,798
920,2020-05-28,Overijssel,2986,549,305
921,2020-05-28,Utrecht,3553,869,405
922,2020-05-28,Zeeland,678,152,66
923,2020-05-28,Zuid-Holland,9934,2123,1217
924,2020-05-29,Drenthe,509,116,40
925,2020-05-29,Flevoland,919,267,87
926,2020-05-29,Friesland,610,130,64
927,2020-05-29,Gelderland,6027,1495,666
928,2020-05-29,Groningen,348,75,17
929,2020-05-29,Limburg,4688,1557,733
930,2020-05-29,Noord-Brabant,9106,2757,1511
931,2020-05-29,Noord-Holland,6690,1629,799
932,2020-05-29,Overijssel,2988,549,308
933,2020-05-29,Utrecht,3575,870,408
934,2020-05-29,Zeeland,690,152,66
935,2020-05-29,Zuid-Holland,9976,2125,1232
936,2020-05-30,Drenthe,509,116,40
937,2020-05-30,Flevoland,921,267,88
938,2020-05-30,Friesland,611,130,64
939,2020-05-30,Gelderland,6058,1495,668
940,2020-05-30,Groningen,349,75,17
941,2020-05-30,Limburg,4694,1558,735
942,2020-05-30,Noord-Brabant,9130,2757,1513
943,2020-05-30,Noord-Holland,6711,1632,800
944,2020-05-30,Overijssel,2991,549,308
945,2020-05-30,Utrecht,3588,870,410
946,2020-05-30,Zeeland,691,152,66
947,2020-05-30,Zuid-Holland,10004,2126,1242
948,2020-05-31,Drenthe,513,116,40
949,2020-05-31,Flevoland,927,267,88
950,2020-05-31,Friesland,611,130,64
951,2020-05-31,Gelderland,6085,1495,669
952,2020-05-31,Groningen,350,75,17
953,2020-05-31,Limburg,4703,1559,736
954,2020-05-31,Noord-Brabant,9167,2761,1513
955,2020-05-31,Noord-Holland,6734,1632,801
956,2020-05-31,Overijssel,2995,549,308
957,2020-05-31,Utrecht,3626,870,410
958,2020-05-31,Zeeland,696,152,67
959,2020-05-31,Zuid-Holland,10035,2129,1243
960,2020-06-01,Drenthe,513,116,40
961,2020-06-01,Flevoland,929,267,88
962,2020-06-01,Friesland,611,130,64
963,2020-06-01,Gelderland,6109,1497,669
964,2020-06-01,Groningen,350,75,17
965,2020-06-01,Limburg,4712,1561,738
966,2020-06-01,Noord-Brabant,9173,2762,1513
967,2020-06-01,Noord-Holland,6743,1632,802
968,2020-06-01,Overijssel,2996,549,308
969,2020-06-01,Utrecht,3642,871,413
970,2020-06-01,Zeeland,697,152,67
971,2020-06-01,Zuid-Holland,10070,2132,1243
972,2020-06-02,Drenthe,515,116,40
973,2020-06-02,Flevoland,929,267,88
974,2020-06-02,Friesland,611,130,64
975,2020-06-02,Gelderland,6125,1498,671
976,2020-06-02,Groningen,350,75,17
977,2020-06-02,Limburg,4719,1562,738
978,2020-06-02,Noord-Brabant,9194,2762,1514
979,2020-06-02,Noord-Holland,6748,1633,803
980,2020-06-02,Overijssel,2996,548,308
981,2020-06-02,Utrecht,3665,872,413
982,2020-06-02,Zeeland,701,152,67
983,2020-06-02,Zuid-Holland,10094,2135,1244
984,2020-06-03,Drenthe,515,116,40
985,2020-06-03,Flevoland,931,266,89
986,2020-06-03,Friesland,611,130,64
987,2020-06-03,Gelderland,6134,1499,672
988,2020-06-03,Groningen,350,75,17
989,2020-06-03,Limburg,4728,1562,739
990,2020-06-03,Noord-Brabant,9212,2762,1514
991,2020-06-03,Noord-Holland,6756,1633,804
992,2020-06-03,Overijssel,2996,547,307
993,2020-06-03,Utrecht,3677,873,414
994,2020-06-03,Zeeland,703,152,67
995,2020-06-03,Zuid-Holland,10120,2144,1250
996,2020-06-04,Drenthe,517,116,40
997,2020-06-04,Flevoland,939,266,89
998,2020-06-04,Friesland,614,131,65
999,2020-06-04,Gelderland,6155,1501,672
1000,2020-06-04,Groningen,351,75,17
1001,2020-06-04,Limburg,4735,1563,741
1002,2020-06-04,Noord-Brabant,9261,2763,1517
1003,2020-06-04,Noord-Holland,6767,1633,804
1004,2020-06-04,Overijssel,3001,548,308
1005,2020-06-04,Utrecht,3707,873,415
1006,2020-06-04,Zeeland,709,152,68
1007,2020-06-04,Zuid-Holland,10186,2150,1254
1008,2020-06-05,Drenthe,520,116,40
1009,2020-06-05,Flevoland,942,267,89
1010,2020-06-05,Friesland,615,131,65
1011,2020-06-05,Gelderland,6191,1503,673
1012,2020-06-05,Groningen,351,75,17
1013,2020-06-05,Limburg,4753,1564,741
1014,2020-06-05,Noord-Brabant,9304,2765,1520
1015,2020-06-05,Noord-Holland,6778,1633,806
1016,2020-06-05,Overijssel,3005,548,308
1017,2020-06-05,Utrecht,3734,873,418
1018,2020-06-05,Zeeland,712,152,68
1019,2020-06-05,Zuid-Holland,10247,2155,1260
1020,2020-06-06,Drenthe,521,116,40
1021,2020-06-06,Flevoland,946,267,89
1022,2020-06-06,Friesland,615,131,65
1023,2020-06-06,Gelderland,6217,1505,673
1024,2020-06-06,Groningen,353,75,17
1025,2020-06-06,Limburg,4768,1564,741
1026,2020-06-06,Noord-Brabant,9333,2765,1521
1027,2020-06-06,Noord-Holland,6787,1633,807
1028,2020-06-06,Overijssel,3012,548,308
1029,2020-06-06,Utrecht,3753,873,418
1030,2020-06-06,Zeeland,713,152,68
1031,2020-06-06,Zuid-Holland,10317,2156,1264
1032,2020-06-07,Drenthe,525,116,40
1033,2020-06-07,Flevoland,948,267,89
1034,2020-06-07,Friesland,616,131,65
1035,2020-06-07,Gelderland,6246,1505,673
1036,2020-06-07,Groningen,353,75,17
1037,2020-06-07,Limburg,4782,1564,742
1038,2020-06-07,Noord-Brabant,9353,2765,1521
1039,2020-06-07,Noord-Holland,6870,1637,807
1040,2020-06-07,Overijssel,3016,548,308
1041,2020-06-07,Utrecht,3775,873,419
1042,2020-06-07,Zeeland,715,152,68
1043,2020-06-07,Zuid-Holland,10375,2156,1264
1044,2020-06-08,Drenthe,525,116,40
1045,2020-06-08,Flevoland,948,267,89
1046,2020-06-08,Friesland,616,131,65
1047,2020-06-08,Gelderland,6283,1505,674
1048,2020-06-08,Groningen,353,75,17
1049,2020-06-08,Limburg,4791,1564,742
1050,2020-06-08,Noord-Brabant,9390,2765,1522
1051,2020-06-08,Noord-Holland,6898,1637,808
1052,2020-06-08,Overijssel,3020,549,308
1053,2020-06-08,Utrecht,3787,875,419
1054,2020-06-08,Zeeland,715,152,68
1055,2020-06-08,Zuid-Holland,10413,2158,1264
1056,2020-06-09,Drenthe,525,116,40
1057,2020-06-09,Flevoland,949,267,89
1058,2020-06-09,Friesland,618,131,65
1059,2020-06-09,Gelderland,6303,1505,674
1060,2020-06-09,Groningen,353,75,17
1061,2020-06-09,Limburg,4801,1565,745
1062,2020-06-09,Noord-Brabant,9412,2766,1522
1063,2020-06-09,Noord-Holland,6912,1638,811
1064,2020-06-09,Overijssel,3024,549,308
1065,2020-06-09,Utrecht,3802,875,419
1066,2020-06-09,Zeeland,715,152,69
1067,2020-06-09,Zuid-Holland,10489,2161,1272
1068,2020-06-10,Drenthe,526,116,40
1069,2020-06-10,Flevoland,952,268,89
1070,2020-06-10,Friesland,619,131,65
1071,2020-06-10,Gelderland,6334,1506,675
1072,2020-06-10,Groningen,353,75,17
1073,2020-06-10,Limburg,4807,1566,746
1074,2020-06-10,Noord-Brabant,9439,2766,1523
1075,2020-06-10,Noord-Holland,6945,1639,812
1076,2020-06-10,Overijssel,3028,549,309
1077,2020-06-10,Utrecht,3825,876,419
1078,2020-06-10,Zeeland,720,152,69
1079,2020-06-10,Zuid-Holland,10539,2161,1278
1080,2020-06-11,Drenthe,528,116,40
1081,2020-06-11,Flevoland,953,268,89
1082,2020-06-11,Friesland,621,131,65
1083,2020-06-11,Gelderland,6353,1506,675
1084,2020-06-11,Groningen,354,75,17
1085,2020-06-11,Limburg,4815,1566,747
1086,2020-06-11,Noord-Brabant,9467,2766,1523
1087,2020-06-11,Noord-Holland,6974,1639,812
1088,2020-06-11,Overijssel,3030,549,309
1089,2020-06-11,Utrecht,3840,876,421
1090,2020-06-11,Zeeland,721,152,69
1091,2020-06-11,Zuid-Holland,10595,2164,1277
1092,2020-06-12,Drenthe,527,116,40
1093,2020-06-12,Flevoland,956,268,89
1094,2020-06-12,Friesland,625,131,65
1095,2020-06-12,Gelderland,6384,1506,675
1096,2020-06-12,Groningen,355,75,17
1097,2020-06-12,Limburg,4823,1566,748
1098,2020-06-12,Noord-Brabant,9509,2768,1527
1099,2020-06-12,Noord-Holland,6989,1640,812
1100,2020-06-12,Overijssel,3031,549,309
1101,2020-06-12,Utrecht,3861,877,423
1102,2020-06-12,Zeeland,722,152,69
1103,2020-06-12,Zuid-Holland,10679,2165,1279
1104,2020-06-13,Drenthe,527,116,40
1105,2020-06-13,Flevoland,957,268,90
1106,2020-06-13,Friesland,629,131,65
1107,2020-06-13,Gelderland,6405,1508,676
1108,2020-06-13,Groningen,355,75,17
1109,2020-06-13,Limburg,4835,1566,748
1110,2020-06-13,Noord-Brabant,9551,2768,1527
1111,2020-06-13,Noord-Holland,7020,1641,812
1112,2020-06-13,Overijssel,3031,549,309
1113,2020-06-13,Utrecht,3871,880,423
1114,2020-06-13,Zeeland,725,152,69
1115,2020-06-13,Zuid-Holland,10734,2168,1281
1116,2020-06-14,Drenthe,530,116,40
1117,2020-06-14,Flevoland,959,268,90
1118,2020-06-14,Friesland,629,131,65
1119,2020-06-14,Gelderland,6423,1509,677
1120,2020-06-14,Groningen,357,75,17
1121,2020-06-14,Limburg,4844,1566,749
1122,2020-06-14,Noord-Brabant,9575,2770,1527
1123,2020-06-14,Noord-Holland,7042,1642,812
1124,2020-06-14,Overijssel,3040,549,309
1125,2020-06-14,Utrecht,3883,879,423
1126,2020-06-14,Zeeland,726,152,69
1127,2020-06-14,Zuid-Holland,10775,2171,1281
1128,2020-06-15,Drenthe,531,116,40
1129,2020-06-15,Flevoland,966,268,91
1130,2020-06-15,Friesland,630,131,65
1131,2020-06-15,Gelderland,6463,1509,678
1132,2020-06-15,Groningen,357,75,17
1133,2020-06-15,Limburg,4847,1566,750
1134,2020-06-15,Noord-Brabant,9586,2771,1529
1135,2020-06-15,Noord-Holland,7067,1642,812
1136,2020-06-15,Overijssel,3052,549,309
1137,2020-06-15,Utrecht,3901,880,424
1138,2020-06-15,Zeeland,728,152,69
1139,2020-06-15,Zuid-Holland,10820,2172,1281
1140,2020-06-16,Drenthe,531,116,40
1141,2020-06-16,Flevoland,967,268,91
1142,2020-06-16,Friesland,630,131,65
1143,2020-06-16,Gelderland,6467,1510,679
1144,2020-06-16,Groningen,357,75,17
1145,2020-06-16,Limburg,4852,1567,750
1146,2020-06-16,Noord-Brabant,9615,2771,1530
1147,2020-06-16,Noord-Holland,7098,1643,812
1148,2020-06-16,Overijssel,3058,549,309
1149,2020-06-16,Utrecht,3917,880,424
1150,2020-06-16,Zeeland,728,152,69
1151,2020-06-16,Zuid-Holland,10867,2172,1284
1152,2020-06-17,Drenthe,533,116,40
1153,2020-06-17,Flevoland,969,268,91
1154,2020-06-17,Friesland,632,131,65
1155,2020-06-17,Gelderland,6476,1510,680
1156,2020-06-17,Groningen,358,75,17
1157,2020-06-17,Limburg,4857,1567,750
1158,2020-06-17,Noord-Brabant,9637,2774,1530
1159,2020-06-17,Noord-Holland,7119,1642,815
1160,2020-06-17,Overijssel,3059,549,309
1161,2020-06-17,Utrecht,3929,880,424
1162,2020-06-17,Zeeland,728,152,69
1163,2020-06-17,Zuid-Holland,10907,2172,1284
1164,2020-06-18,Drenthe,534,116,40
1165,2020-06-18,Flevoland,972,268,91
1166,2020-06-18,Friesland,632,131,65
1167,2020-06-18,Gelderland,6490,1510,680
1168,2020-06-18,Groningen,360,75,17
1169,2020-06-18,Limburg,4863,1567,750
1170,2020-06-18,Noord-Brabant,9651,2774,1531
1171,2020-06-18,Noord-Holland,7143,1644,816
1172,2020-06-18,Overijssel,3062,549,309
1173,2020-06-18,Utrecht,3928,880,424
1174,2020-06-18,Zeeland,730,152,69
1175,2020-06-18,Zuid-Holland,10954,2169,1286
1176,2020-06-19,Drenthe,534,116,41
1177,2020-06-19,Flevoland,975,268,91
1178,2020-06-19,Friesland,633,131,65
1179,2020-06-19,Gelderland,6507,1511,682
1180,2020-06-19,Groningen,360,75,17
1181,2020-06-19,Limburg,4866,1569,750
1182,2020-06-19,Noord-Brabant,9671,2774,1531
1183,2020-06-19,Noord-Holland,7155,1646,816
1184,2020-06-19,Overijssel,3066,549,309
1185,2020-06-19,Utrecht,3936,883,424
1186,2020-06-19,Zeeland,730,152,69
1187,2020-06-19,Zuid-Holland,10993,2172,1286
1188,2020-06-20,Drenthe,535,116,41
1189,2020-06-20,Flevoland,975,268,91
1190,2020-06-20,Friesland,632,131,65
1191,2020-06-20,Gelderland,6517,1511,683
1192,2020-06-20,Groningen,360,75,17
1193,2020-06-20,Limburg,4869,1569,751
1194,2020-06-20,Noord-Brabant,9675,2774,1532
1195,2020-06-20,Noord-Holland,7165,1645,816
1196,2020-06-20,Overijssel,3070,549,309
1197,2020-06-20,Utrecht,3946,884,424
1198,2020-06-20,Zeeland,731,152,69
1199,2020-06-20,Zuid-Holland,11027,2172,1291
1200,2020-06-21,Drenthe,535,116,41
1201,2020-06-21,Flevoland,975,268,91
1202,2020-06-21,Friesland,632,131,65
1203,2020-06-21,Gelderland,6530,1511,683
1204,2020-06-21,Groningen,360,75,17
1205,2020-06-21,Limburg,4874,1569,751
1206,2020-06-21,Noord-Brabant,9691,2775,1533
1207,2020-06-21,Noord-Holland,7170,1646,816
1208,2020-06-21,Overijssel,3083,549,309
1209,2020-06-21,Utrecht,3960,884,424
1210,2020-06-21,Zeeland,731,152,69
1211,2020-06-21,Zuid-Holland,11052,2173,1291
1212,2020-06-22,Drenthe,535,116,41
1213,2020-06-22,Flevoland,975,268,91
1214,2020-06-22,Friesland,632,131,65
1215,2020-06-22,Gelderland,6541,1511,683
1216,2020-06-22,Groningen,360,75,17
1217,2020-06-22,Limburg,4876,1569,751
1218,2020-06-22,Noord-Brabant,9699,2775,1533
1219,2020-06-22,Noord-Holland,7177,1646,816
1220,2020-06-22,Overijssel,3087,549,309
1221,2020-06-22,Utrecht,3967,884,424
1222,2020-06-22,Zeeland,732,152,69
1223,2020-06-22,Zuid-Holland,11077,2175,1291
1224,2020-06-23,Drenthe,535,116,41
1225,2020-06-23,Flevoland,973,268,91
1226,2020-06-23,Friesland,632,131,65
1227,2020-06-23,Gelderland,6546,1511,683
1228,2020-06-23,Groningen,360,75,17
1229,2020-06-23,Limburg,4878,1569,751
1230,2020-06-23,Noord-Brabant,9709,2775,1534
1231,2020-06-23,Noord-Holland,7189,1647,817
1232,2020-06-23,Overijssel,3088,549,309
1233,2020-06-23,Utrecht,3977,883,425
1234,2020-06-23,Zeeland,733,152,69
1235,2020-06-23,Zuid-Holland,11102,2177,1293
1236,2020-06-24,Drenthe,535,116,41
