,date,province,total,admitted,deaths
1895,2020-08-17,Zuid-Holland,16944,2263,1324
1896,2020-08-18,Drenthe,588,119,41
1897,2020-08-18,Flevoland,1178,274,93
1898,2020-08-18,Friesland,757,131,69
1899,2020-08-18,Gelderland,7137,1522,687
1900,2020-08-18,Groningen,524,75,17
1901,2020-08-18,Limburg,5163,1574,757
1902,2020-08-18,Noord-Brabant,11463,2791,1549
1903,2020-08-18,Noord-Holland,10724,1687,824
1904,2020-08-18,Overijssel,3356,549,312
1905,2020-08-18,Utrecht,5003,900,432
1906,2020-08-18,Zeeland,975,154,70
1907,2020-08-18,Zuid-Holland,17105,2266,1324
1908,2020-08-19,Drenthe,589,119,41
1909,2020-08-19,Flevoland,1193,275,93
1910,2020-08-19,Friesland,765,131,69
1911,2020-08-19,Gelderland,7170,1522,688
1912,2020-08-19,Groningen,529,75,17
1913,2020-08-19,Limburg,5176,1574,757
1914,2020-08-19,Noord-Brabant,11529,2795,1549
1915,2020-08-19,Noord-Holland,10886,1690,825
1916,2020-08-19,Overijssel,3364,549,312
1917,2020-08-19,Utrecht,5047,900,432
1918,2020-08-19,Zeeland,984,154,70
1919,2020-08-19,Zuid-Holland,17293,2276,1328
1920,2020-08-20,Drenthe,592,119,41
1921,2020-08-20,Flevoland,1206,276,93
1922,2020-08-20,Friesland,769,131,69
1923,2020-08-20,Gelderland,7196,1523,688
1924,2020-08-20,Groningen,537,75,17
1925,2020-08-20,Limburg,5199,1574,757
1926,2020-08-20,Noord-Brabant,11579,2795,1549
1927,2020-08-20,Noord-Holland,11049,1692,825
1928,2020-08-20,Overijssel,3382,550,313
1929,2020-08-20,Utrecht,5080,901,432
1930,2020-08-20,Zeeland,991,154,70
1931,2020-08-20,Zuid-Holland,17474,2280,1337
1932,2020-08-21,Drenthe,594,119,41
1933,2020-08-21,Flevoland,1220,276,93
1934,2020-08-21,Friesland,773,131,69
1935,2020-08-21,Gelderland,7233,1523,688
1936,2020-08-21,Groningen,544,75,17
1937,2020-08-21,Limburg,5222,1574,757
1938,2020-08-21,Noord-Brabant,11660,2796,1549
1939,2020-08-21,Noord-Holland,11190,1695,825
1940,2020-08-21,Overijssel,3406,551,313
1941,2020-08-21,Utrecht,5114,912,432
1942,2020-08-21,Zeeland,998,154,70
1943,2020-08-21,Zuid-Holland,17635,2282,1341
1944,2020-08-22,Drenthe,597,119,41
1945,2020-08-22,Flevoland,1236,276,93
1946,2020-08-22,Friesland,779,131,69
1947,2020-08-22,Gelderland,7263,1525,689
1948,2020-08-22,Groningen,553,75,17
1949,2020-08-22,Limburg,5245,1574,758
1950,2020-08-22,Noord-Brabant,11722,2798,1550
1951,2020-08-22,Noord-Holland,11278,1695,825
1952,2020-08-22,Overijssel,3422,551,313
1953,2020-08-22,Utrecht,5162,914,432
1954,2020-08-22,Zeeland,1013,154,70
1955,2020-08-22,Zuid-Holland,17827,2287,1343
1956,2020-08-23,Drenthe,601,119,41
1957,2020-08-23,Flevoland,1247,276,93
1958,2020-08-23,Friesland,786,131,69
1959,2020-08-23,Gelderland,7305,1526,689
1960,2020-08-23,Groningen,559,75,17
1961,2020-08-23,Limburg,5274,1574,758
1962,2020-08-23,Noord-Brabant,11790,2798,1550
1963,2020-08-23,Noord-Holland,11387,1696,825
1964,2020-08-23,Overijssel,3435,551,313
1965,2020-08-23,Utrecht,5194,915,432
1966,2020-08-23,Zeeland,1022,154,70
1967,2020-08-23,Zuid-Holland,17954,2292,1343
1968,2020-08-24,Drenthe,601,119,41
1969,2020-08-24,Flevoland,1253,276,93
1970,2020-08-24,Friesland,791,131,69
1971,2020-08-24,Gelderland,7356,1526,689
1972,2020-08-24,Groningen,562,75,17
1973,2020-08-24,Limburg,5294,1575,758
1974,2020-08-24,Noord-Brabant,11876,2798,1550
1975,2020-08-24,Noord-Holland,11553,1697,827
1976,2020-08-24,Overijssel,3447,551,313
1977,2020-08-24,Utrecht,5227,915,432
1978,2020-08-24,Zeeland,1027,154,70
1979,2020-08-24,Zuid-Holland,18141,2294,1343
1980,2020-08-25,Drenthe,604,119,41
1981,2020-08-25,Flevoland,1265,276,93
1982,2020-08-25,Friesland,795,131,69
1983,2020-08-25,Gelderland,7394,1526,689
1984,2020-08-25,Groningen,567,75,19
1985,2020-08-25,Limburg,5319,1575,758
1986,2020-08-25,Noord-Brabant,11933,2799,1550
1987,2020-08-25,Noord-Holland,11696,1702,827
1988,2020-08-25,Overijssel,3452,551,313
1989,2020-08-25,Utrecht,5251,916,432
1990,2020-08-25,Zeeland,1029,154,71
1991,2020-08-25,Zuid-Holland,18238,2302,1345
1992,2020-08-26,Drenthe,605,119,41
1993,2020-08-26,Flevoland,1273,276,93
1994,2020-08-26,Friesland,803,131,69
1995,2020-08-26,Gelderland,7428,1527,690
1996,2020-08-26,Groningen,572,75,19
1997,2020-08-26,Limburg,5342,1575,758
1998,2020-08-26,Noord-Brabant,12032,2800,1550
1999,2020-08-26,Noord-Holland,11828,1705,827
2000,2020-08-26,Overijssel,3468,553,315
2001,2020-08-26,Utrecht,5289,918,433
2002,2020-08-26,Zeeland,1030,154,73
2003,2020-08-26,Zuid-Holland,18444,2312,1347
2004,2020-08-27,Drenthe,607,119,41
2005,2020-08-27,Flevoland,1282,276,94
2006,2020-08-27,Friesland,806,131,69
2007,2020-08-27,Gelderland,7463,1527,690
2008,2020-08-27,Groningen,578,75,19
2009,2020-08-27,Limburg,5364,1575,758
2010,2020-08-27,Noord-Brabant,12105,2800,1550
2011,2020-08-27,Noord-Holland,11961,1707,827
2012,2020-08-27,Overijssel,3474,553,315
2013,2020-08-27,Utrecht,5338,918,433
2014,2020-08-27,Zeeland,1037,154,73
2015,2020-08-27,Zuid-Holland,18609,2317,1349
2016,2020-08-28,Drenthe,608,119,41
2017,2020-08-28,Flevoland,1294,276,94
2018,2020-08-28,Friesland,809,131,69
2019,2020-08-28,Gelderland,7507,1527,690
2020,2020-08-28,Groningen,588,75,19
2021,2020-08-28,Limburg,5383,1576,758
2022,2020-08-28,Noord-Brabant,12193,2800,1550
2023,2020-08-28,Noord-Holland,12094,1710,828
2024,2020-08-28,Overijssel,3481,553,315
2025,2020-08-28,Utrecht,5373,918,434
2026,2020-08-28,Zeeland,1041,154,73
2027,2020-08-28,Zuid-Holland,18760,2322,1349
2028,2020-08-29,Drenthe,609,119,41
2029,2020-08-29,Flevoland,1310,276,94
2030,2020-08-29,Friesland,816,131,69
2031,2020-08-29,Gelderland,7539,1527,690
2032,2020-08-29,Groningen,592,75,19
2033,2020-08-29,Limburg,5409,1577,759
2034,2020-08-29,Noord-Brabant,12279,2801,1550
2035,2020-08-29,Noord-Holland,12221,1710,829
2036,2020-08-29,Overijssel,3494,553,315
2037,2020-08-29,Utrecht,5412,918,435
2038,2020-08-29,Zeeland,1053,154,73
2039,2020-08-29,Zuid-Holland,18898,2322,1350
2040,2020-08-30,Drenthe,611,119,41
2041,2020-08-30,Flevoland,1318,277,94
2042,2020-08-30,Friesland,821,131,69
2043,2020-08-30,Gelderland,7574,1527,690
2044,2020-08-30,Groningen,594,75,19
2045,2020-08-30,Limburg,5426,1577,759
2046,2020-08-30,Noord-Brabant,12344,2801,1550
2047,2020-08-30,Noord-Holland,12325,1710,829
2048,2020-08-30,Overijssel,3506,553,315
2049,2020-08-30,Utrecht,5461,918,435
2050,2020-08-30,Zeeland,1056,154,73
2051,2020-08-30,Zuid-Holland,19104,2324,1350
2052,2020-08-31,Drenthe,612,119,41
2053,2020-08-31,Flevoland,1321,277,94
2054,2020-08-31,Friesland,826,132,69
2055,2020-08-31,Gelderland,7602,1527,690
2056,2020-08-31,Groningen,602,75,19
2057,2020-08-31,Limburg,5450,1578,759
2058,2020-08-31,Noord-Brabant,12414,2802,1550
2059,2020-08-31,Noord-Holland,12485,1714,829
2060,2020-08-31,Overijssel,3516,553,315
2061,2020-08-31,Utrecht,5511,919,435
2062,2020-08-31,Zeeland,1059,154,73
2063,2020-08-31,Zuid-Holland,19269,2327,1350
2064,2020-09-01,Drenthe,612,119,41
2065,2020-09-01,Flevoland,1334,277,95
2066,2020-09-01,Friesland,827,132,69
2067,2020-09-01,Gelderland,7630,1527,690
2068,2020-09-01,Groningen,604,75,19
2069,2020-09-01,Limburg,5469,1578,759
2070,2020-09-01,Noord-Brabant,12465,2802,1551
2071,2020-09-01,Noord-Holland,12617,1715,830
2072,2020-09-01,Overijssel,3519,553,315
2073,2020-09-01,Utrecht,5547,921,436
2074,2020-09-01,Zeeland,1059,154,73
2075,2020-09-01,Zuid-Holland,19446,2329,1352
2076,2020-09-02,Drenthe,612,119,41
2077,2020-09-02,Flevoland,1348,277,95
2078,2020-09-02,Friesland,829,132,69
2079,2020-09-02,Gelderland,7671,1527,690
2080,2020-09-02,Groningen,608,75,19
2081,2020-09-02,Limburg,5492,1579,759
2082,2020-09-02,Noord-Brabant,12534,2804,1553
2083,2020-09-02,Noord-Holland,12817,1717,831
2084,2020-09-02,Overijssel,3537,554,315
2085,2020-09-02,Utrecht,5620,921,436
2086,2020-09-02,Zeeland,1061,154,73
2087,2020-09-02,Zuid-Holland,19734,2329,1354
2088,2020-09-03,Drenthe,614,119,41
2089,2020-09-03,Flevoland,1365,277,95
2090,2020-09-03,Friesland,834,132,69
2091,2020-09-03,Gelderland,7704,1528,691
2092,2020-09-03,Groningen,616,75,19
2093,2020-09-03,Limburg,5509,1579,759
2094,2020-09-03,Noord-Brabant,12598,2804,1553
2095,2020-09-03,Noord-Holland,12970,1719,831
2096,2020-09-03,Overijssel,3553,554,315
2097,2020-09-03,Utrecht,5654,921,436
2098,2020-09-03,Zeeland,1064,154,73
2099,2020-09-03,Zuid-Holland,19983,2331,1353
2100,2020-09-04,Drenthe,617,119,41
2101,2020-09-04,Flevoland,1373,277,95
2102,2020-09-04,Friesland,840,132,69
2103,2020-09-04,Gelderland,7743,1528,691
2104,2020-09-04,Groningen,623,76,19
2105,2020-09-04,Limburg,5537,1579,760
2106,2020-09-04,Noord-Brabant,12676,2804,1553
2107,2020-09-04,Noord-Holland,13178,1720,832
2108,2020-09-04,Overijssel,3562,554,315
2109,2020-09-04,Utrecht,5727,922,436
2110,2020-09-04,Zeeland,1070,154,73
2111,2020-09-04,Zuid-Holland,20262,2335,1353
2112,2020-09-05,Drenthe,619,119,41
2113,2020-09-05,Flevoland,1390,277,95
2114,2020-09-05,Friesland,842,132,69
2115,2020-09-05,Gelderland,7788,1528,691
2116,2020-09-05,Groningen,630,76,19
2117,2020-09-05,Limburg,5559,1579,760
2118,2020-09-05,Noord-Brabant,12757,2806,1553
2119,2020-09-05,Noord-Holland,13362,1721,832
2120,2020-09-05,Overijssel,3579,554,315
2121,2020-09-05,Utrecht,5792,923,437
2122,2020-09-05,Zeeland,1080,154,73
2123,2020-09-05,Zuid-Holland,20464,2336,1356
2124,2020-09-06,Drenthe,622,119,41
2125,2020-09-06,Flevoland,1414,277,95
2126,2020-09-06,Friesland,848,132,69
2127,2020-09-06,Gelderland,7861,1528,692
2128,2020-09-06,Groningen,636,76,19
2129,2020-09-06,Limburg,5585,1579,760
2130,2020-09-06,Noord-Brabant,12853,2806,1554
2131,2020-09-06,Noord-Holland,13571,1725,832
2132,2020-09-06,Overijssel,3603,554,315
2133,2020-09-06,Utrecht,5862,923,437
2134,2020-09-06,Zeeland,1092,154,73
2135,2020-09-06,Zuid-Holland,20840,2337,1356
2136,2020-09-07,Drenthe,628,119,41
2137,2020-09-07,Flevoland,1432,278,95
2138,2020-09-07,Friesland,856,132,69
2139,2020-09-07,Gelderland,7930,1529,692
2140,2020-09-07,Groningen,648,76,19
2141,2020-09-07,Limburg,5603,1579,760
2142,2020-09-07,Noord-Brabant,12939,2806,1554
2143,2020-09-07,Noord-Holland,13788,1726,832
2144,2020-09-07,Overijssel,3618,554,315
2145,2020-09-07,Utrecht,5947,924,437
2146,2020-09-07,Zeeland,1095,154,73
2147,2020-09-07,Zuid-Holland,21100,2342,1356
2148,2020-09-08,Drenthe,628,119,41
2149,2020-09-08,Flevoland,1451,278,95
2150,2020-09-08,Friesland,857,132,69
2151,2020-09-08,Gelderland,7999,1529,693
2152,2020-09-08,Groningen,661,76,19
2153,2020-09-08,Limburg,5621,1579,760
2154,2020-09-08,Noord-Brabant,13029,2807,1554
2155,2020-09-08,Noord-Holland,14092,1729,832
2156,2020-09-08,Overijssel,3631,554,315
2157,2020-09-08,Utrecht,6047,924,437
2158,2020-09-08,Zeeland,1102,154,73
2159,2020-09-08,Zuid-Holland,21430,2344,1356
2160,2020-09-09,Drenthe,631,119,41
2161,2020-09-09,Flevoland,1478,278,95
2162,2020-09-09,Friesland,866,132,69
2163,2020-09-09,Gelderland,8087,1530,693
2164,2020-09-09,Groningen,677,76,19
2165,2020-09-09,Limburg,5647,1579,760
2166,2020-09-09,Noord-Brabant,13145,2807,1554
2167,2020-09-09,Noord-Holland,14359,1729,832
2168,2020-09-09,Overijssel,3658,554,315
2169,2020-09-09,Utrecht,6149,924,437
2170,2020-09-09,Zeeland,1106,154,73
2171,2020-09-09,Zuid-Holland,21885,2351,1358
2172,2020-09-10,Drenthe,638,119,41
2173,2020-09-10,Flevoland,1494,278,96
2174,2020-09-10,Friesland,871,132,69
2175,2020-09-10,Gelderland,8180,1532,693
2176,2020-09-10,Groningen,694,76,19
2177,2020-09-10,Limburg,5678,1579,761
2178,2020-09-10,Noord-Brabant,13230,2807,1554
2179,2020-09-10,Noord-Holland,14581,1738,832
2180,2020-09-10,Overijssel,3682,554,315
2181,2020-09-10,Utrecht,6193,925,437
2182,2020-09-10,Zeeland,1107,154,73
2183,2020-09-10,Zuid-Holland,22163,2356,1359
2184,2020-09-11,Drenthe,639,119,41
2185,2020-09-11,Flevoland,1519,278,96
2186,2020-09-11,Friesland,877,133,69
2187,2020-09-11,Gelderland,8270,1532,693
2188,2020-09-11,Groningen,723,76,19
2189,2020-09-11,Limburg,5714,1579,761
2190,2020-09-11,Noord-Brabant,13330,2807,1554
2191,2020-09-11,Noord-Holland,14888,1743,834
2192,2020-09-11,Overijssel,3715,554,315
2193,2020-09-11,Utrecht,6290,926,437
2194,2020-09-11,Zeeland,1120,154,73
2195,2020-09-11,Zuid-Holland,22696,2359,1360
2196,2020-09-12,Drenthe,644,119,41
2197,2020-09-12,Flevoland,1541,278,96
2198,2020-09-12,Friesland,882,133,69
2199,2020-09-12,Gelderland,8382,1533,694
2200,2020-09-12,Groningen,758,76,19
2201,2020-09-12,Limburg,5751,1580,761
2202,2020-09-12,Noord-Brabant,13441,2807,1554
2203,2020-09-12,Noord-Holland,15209,1744,834
2204,2020-09-12,Overijssel,3732,555,315
2205,2020-09-12,Utrecht,6401,927,437
2206,2020-09-12,Zeeland,1130,154,73
2207,2020-09-12,Zuid-Holland,23141,2360,1360
2208,2020-09-13,Drenthe,652,119,41
2209,2020-09-13,Flevoland,1564,278,96
2210,2020-09-13,Friesland,892,133,69
2211,2020-09-13,Gelderland,8454,1535,694
2212,2020-09-13,Groningen,782,76,19
2213,2020-09-13,Limburg,5789,1580,761
2214,2020-09-13,Noord-Brabant,13561,2807,1554
2215,2020-09-13,Noord-Holland,15540,1750,835
2216,2020-09-13,Overijssel,3763,555,315
2217,2020-09-13,Utrecht,6470,928,437
2218,2020-09-13,Zeeland,1140,154,73
2219,2020-09-13,Zuid-Holland,23492,2368,1360
2220,2020-09-14,Drenthe,657,119,41
2221,2020-09-14,Flevoland,1591,278,96
2222,2020-09-14,Friesland,904,133,69
2223,2020-09-14,Gelderland,8585,1535,694
2224,2020-09-14,Groningen,817,76,19
2225,2020-09-14,Limburg,5823,1581,761
2226,2020-09-14,Noord-Brabant,13674,2807,1554
2227,2020-09-14,Noord-Holland,15853,1753,836
2228,2020-09-14,Overijssel,3807,555,315
2229,2020-09-14,Utrecht,6575,928,437
2230,2020-09-14,Zeeland,1144,154,73
2231,2020-09-14,Zuid-Holland,23969,2372,1361
2232,2020-09-15,Drenthe,665,120,41
2233,2020-09-15,Flevoland,1616,278,96
2234,2020-09-15,Friesland,923,133,69
2235,2020-09-15,Gelderland,8703,1537,694
2236,2020-09-15,Groningen,859,76,19
2237,2020-09-15,Limburg,5848,1581,761
2238,2020-09-15,Noord-Brabant,13786,2808,1554
2239,2020-09-15,Noord-Holland,16266,1757,838
2240,2020-09-15,Overijssel,3848,555,315
2241,2020-09-15,Utrecht,6688,934,437
2242,2020-09-15,Zeeland,1152,154,73
2243,2020-09-15,Zuid-Holland,24424,2382,1361
2244,2020-09-16,Drenthe,675,120,41
2245,2020-09-16,Flevoland,1656,278,96
2246,2020-09-16,Friesland,940,133,69
2247,2020-09-16,Gelderland,8845,1539,694
2248,2020-09-16,Groningen,893,76,19
2249,2020-09-16,Limburg,5881,1582,761
2250,2020-09-16,Noord-Brabant,13910,2809,1554
2251,2020-09-16,Noord-Holland,16680,1762,838
2252,2020-09-16,Overijssel,3892,555,315
2253,2020-09-16,Utrecht,6804,935,437
2254,2020-09-16,Zeeland,1160,154,73
2255,2020-09-16,Zuid-Holland,24984,2387,1363
2256,2020-09-17,Drenthe,690,120,41
2257,2020-09-17,Flevoland,1686,279,96
2258,2020-09-17,Friesland,964,133,69
2259,2020-09-17,Gelderland,8984,1542,694
2260,2020-09-17,Groningen,930,76,19
2261,2020-09-17,Limburg,5929,1583,762
2262,2020-09-17,Noord-Brabant,14077,2809,1555
2263,2020-09-17,Noord-Holland,17120,1765,840
2264,2020-09-17,Overijssel,3953,555,315
2265,2020-09-17,Utrecht,6984,935,437
2266,2020-09-17,Zeeland,1182,154,73
2267,2020-09-17,Zuid-Holland,25574,2393,1365
2268,2020-09-18,Drenthe,709,120,41
2269,2020-09-18,Flevoland,1717,280,97
2270,2020-09-18,Friesland,988,133,69
2271,2020-09-18,Gelderland,9125,1542,694
2272,2020-09-18,Groningen,973,76,19
2273,2020-09-18,Limburg,5961,1583,762
2274,2020-09-18,Noord-Brabant,14274,2811,1555
2275,2020-09-18,Noord-Holland,17684,1768,840
2276,2020-09-18,Overijssel,3993,556,315
2277,2020-09-18,Utrecht,7148,935,437
2278,2020-09-18,Zeeland,1197,154,73
2279,2020-09-18,Zuid-Holland,26278,2398,1371
2280,2020-09-19,Drenthe,725,120,41
2281,2020-09-19,Flevoland,1765,282,97
2282,2020-09-19,Friesland,1015,133,69
2283,2020-09-19,Gelderland,9282,1544,694
2284,2020-09-19,Groningen,1022,76,19
2285,2020-09-19,Limburg,6019,1584,763
2286,2020-09-19,Noord-Brabant,14493,2812,1555
2287,2020-09-19,Noord-Holland,18207,1777,842
2288,2020-09-19,Overijssel,4056,557,315
2289,2020-09-19,Utrecht,7297,935,437
2290,2020-09-19,Zeeland,1215,154,73
2291,2020-09-19,Zuid-Holland,26838,2415,1370
2292,2020-09-20,Drenthe,749,120,41
2293,2020-09-20,Flevoland,1791,282,97
2294,2020-09-20,Friesland,1060,134,69
2295,2020-09-20,Gelderland,9412,1545,695
2296,2020-09-20,Groningen,1076,76,19
2297,2020-09-20,Limburg,6057,1584,763
2298,2020-09-20,Noord-Brabant,14636,2812,1555
2299,2020-09-20,Noord-Holland,18702,1784,843
2300,2020-09-20,Overijssel,4127,558,315
2301,2020-09-20,Utrecht,7430,937,437
2302,2020-09-20,Zeeland,1229,155,73
2303,2020-09-20,Zuid-Holland,27509,2422,1372
2304,2020-09-21,Drenthe,793,120,41
2305,2020-09-21,Flevoland,1816,283,97
2306,2020-09-21,Friesland,1087,134,69
2307,2020-09-21,Gelderland,9637,1549,695
2308,2020-09-21,Groningen,1156,76,19
2309,2020-09-21,Limburg,6096,1585,763
2310,2020-09-21,Noord-Brabant,14885,2815,1555
2311,2020-09-21,Noord-Holland,19165,1791,844
2312,2020-09-21,Overijssel,4182,558,315
2313,2020-09-21,Utrecht,7619,937,437
2314,2020-09-21,Zeeland,1251,156,73
2315,2020-09-21,Zuid-Holland,28308,2431,1373
2316,2020-09-22,Drenthe,810,120,41
2317,2020-09-22,Flevoland,1856,284,98
2318,2020-09-22,Friesland,1117,134,69
2319,2020-09-22,Gelderland,9806,1552,695
2320,2020-09-22,Groningen,1241,76,19
2321,2020-09-22,Limburg,6133,1585,763
2322,2020-09-22,Noord-Brabant,15150,2816,1555
2323,2020-09-22,Noord-Holland,19796,1797,845
2324,2020-09-22,Overijssel,4246,559,315
2325,2020-09-22,Utrecht,7777,946,442
2326,2020-09-22,Zeeland,1257,156,73
2327,2020-09-22,Zuid-Holland,29051,2442,1376
2328,2020-09-23,Drenthe,844,120,41
2329,2020-09-23,Flevoland,1905,284,99
2330,2020-09-23,Friesland,1146,134,69
2331,2020-09-23,Gelderland,10066,1555,695
2332,2020-09-23,Groningen,1328,76,19
2333,2020-09-23,Limburg,6196,1586,763
2334,2020-09-23,Noord-Brabant,15472,2818,1557
2335,2020-09-23,Noord-Holland,20313,1806,845
2336,2020-09-23,Overijssel,4313,560,315
2337,2020-09-23,Utrecht,7985,947,442
2338,2020-09-23,Zeeland,1275,156,73
2339,2020-09-23,Zuid-Holland,29754,2457,1378
2340,2020-09-24,Drenthe,890,120,42
2341,2020-09-24,Flevoland,1957,284,99
2342,2020-09-24,Friesland,1175,135,69
2343,2020-09-24,Gelderland,10285,1556,696
2344,2020-09-24,Groningen,1389,76,19
2345,2020-09-24,Limburg,6251,1587,763
2346,2020-09-24,Noord-Brabant,15798,2819,1558
2347,2020-09-24,Noord-Holland,20854,1816,849
2348,2020-09-24,Overijssel,4430,560,322
2349,2020-09-24,Utrecht,8208,948,442
2350,2020-09-24,Zeeland,1302,156,73
2351,2020-09-24,Zuid-Holland,30602,2467,1380
2352,2020-09-25,Drenthe,953,121,42
2353,2020-09-25,Flevoland,2008,286,99
2354,2020-09-25,Friesland,1236,135,69
2355,2020-09-25,Gelderland,10584,1560,696
2356,2020-09-25,Groningen,1465,76,19
2357,2020-09-25,Limburg,6321,1587,764
2358,2020-09-25,Noord-Brabant,16128,2825,1559
2359,2020-09-25,Noord-Holland,21505,1826,852
2360,2020-09-25,Overijssel,4542,561,322
2361,2020-09-25,Utrecht,8443,950,442
2362,2020-09-25,Zeeland,1316,156,73
2363,2020-09-25,Zuid-Holland,31417,2477,1391
2364,2020-09-26,Drenthe,986,121,45
2365,2020-09-26,Flevoland,2053,286,99
2366,2020-09-26,Friesland,1317,137,69
2367,2020-09-26,Gelderland,10824,1563,698
2368,2020-09-26,Groningen,1514,76,20
2369,2020-09-26,Limburg,6374,1591,764
2370,2020-09-26,Noord-Brabant,16403,2830,1561
2371,2020-09-26,Noord-Holland,22180,1832,855
2372,2020-09-26,Overijssel,4630,561,343
2373,2020-09-26,Utrecht,8665,950,442
2374,2020-09-26,Zeeland,1330,156,73
2375,2020-09-26,Zuid-Holland,32355,2486,1397
2376,2020-09-27,Drenthe,1033,121,45
2377,2020-09-27,Flevoland,2087,287,100
2378,2020-09-27,Friesland,1361,137,69
2379,2020-09-27,Gelderland,11060,1566,699
2380,2020-09-27,Groningen,1557,76,20
2381,2020-09-27,Limburg,6458,1591,764
2382,2020-09-27,Noord-Brabant,16738,2831,1561
2383,2020-09-27,Noord-Holland,22961,1844,858
2384,2020-09-27,Overijssel,4740,564,343
2385,2020-09-27,Utrecht,8903,953,442
2386,2020-09-27,Zeeland,1340,156,73
2387,2020-09-27,Zuid-Holland,33388,2500,1400
2388,2020-09-28,Drenthe,1134,121,45
2389,2020-09-28,Flevoland,2133,287,100
2390,2020-09-28,Friesland,1435,139,69
2391,2020-09-28,Gelderland,11328,1572,699
2392,2020-09-28,Groningen,1643,76,20
2393,2020-09-28,Limburg,6572,1593,764
2394,2020-09-28,Noord-Brabant,17088,2834,1561
2395,2020-09-28,Noord-Holland,23463,1857,859
2396,2020-09-28,Overijssel,4827,564,343
2397,2020-09-28,Utrecht,9148,957,442
2398,2020-09-28,Zeeland,1347,156,73
2399,2020-09-28,Zuid-Holland,34422,2508,1405
2400,2020-09-29,Drenthe,1179,121,46
2401,2020-09-29,Flevoland,2195,288,100
2402,2020-09-29,Friesland,1505,139,69
2403,2020-09-29,Gelderland,11649,1573,702
2404,2020-09-29,Groningen,1729,77,20
2405,2020-09-29,Limburg,6648,1593,765
2406,2020-09-29,Noord-Brabant,17468,2835,1563
2407,2020-09-29,Noord-Holland,24177,1867,863
2408,2020-09-29,Overijssel,4956,565,343
2409,2020-09-29,Utrecht,9374,971,442
2410,2020-09-29,Zeeland,1361,156,73
2411,2020-09-29,Zuid-Holland,35310,2525,1407
2412,2020-09-30,Drenthe,1210,121,46
2413,2020-09-30,Flevoland,2253,289,100
2414,2020-09-30,Friesland,1598,139,69
2415,2020-09-30,Gelderland,11908,1578,704
2416,2020-09-30,Groningen,1813,77,20
2417,2020-09-30,Limburg,6729,1594,766
2418,2020-09-30,Noord-Brabant,17779,2843,1566
2419,2020-09-30,Noord-Holland,24957,1876,863
2420,2020-09-30,Overijssel,5082,567,344
2421,2020-09-30,Utrecht,9689,978,442
2422,2020-09-30,Zeeland,1382,156,73
2423,2020-09-30,Zuid-Holland,36445,2540,1413
2424,2020-10-01,Drenthe,1259,123,49
2425,2020-10-01,Flevoland,2302,291,100
2426,2020-10-01,Friesland,1689,140,69
2427,2020-10-01,Gelderland,12216,1578,704
2428,2020-10-01,Groningen,1882,77,20
2429,2020-10-01,Limburg,6832,1596,767
2430,2020-10-01,Noord-Brabant,18132,2846,1566
2431,2020-10-01,Noord-Holland,25686,1891,868
2432,2020-10-01,Overijssel,5224,570,345
2433,2020-10-01,Utrecht,9978,978,442
2434,2020-10-01,Zeeland,1411,157,73
2435,2020-10-01,Zuid-Holland,37486,2558,1416
2436,2020-10-02,Drenthe,1332,124,49
2437,2020-10-02,Flevoland,2349,291,100
2438,2020-10-02,Friesland,1788,140,69
2439,2020-10-02,Gelderland,12585,1583,705
2440,2020-10-02,Groningen,1951,77,20
2441,2020-10-02,Limburg,6919,1597,767
2442,2020-10-02,Noord-Brabant,18664,2848,1566
2443,2020-10-02,Noord-Holland,26397,1897,870
2444,2020-10-02,Overijssel,5475,571,345
2445,2020-10-02,Utrecht,10312,978,443
2446,2020-10-02,Zeeland,1432,157,73
2447,2020-10-02,Zuid-Holland,38718,2564,1421
2448,2020-10-03,Drenthe,1389,124,51
2449,2020-10-03,Flevoland,2415,293,101
2450,2020-10-03,Friesland,1858,140,70
2451,2020-10-03,Gelderland,12849,1584,705
2452,2020-10-03,Groningen,2158,77,20
2453,2020-10-03,Limburg,7031,1597,768
2454,2020-10-03,Noord-Brabant,19232,2849,1567
2455,2020-10-03,Noord-Holland,27195,1906,872
2456,2020-10-03,Overijssel,5565,573,346
2457,2020-10-03,Utrecht,10723,980,450
2458,2020-10-03,Zeeland,1455,157,73
2459,2020-10-03,Zuid-Holland,40019,2577,1426
2460,2020-10-04,Drenthe,1455,124,51
2461,2020-10-04,Flevoland,2490,294,101
2462,2020-10-04,Friesland,1922,140,70
2463,2020-10-04,Gelderland,13193,1587,707
2464,2020-10-04,Groningen,2275,77,20
2465,2020-10-04,Limburg,7174,1598,768
2466,2020-10-04,Noord-Brabant,19717,2850,1567
2467,2020-10-04,Noord-Holland,28075,1915,873
2468,2020-10-04,Overijssel,5741,574,347
2469,2020-10-04,Utrecht,11058,980,451
2470,2020-10-04,Zeeland,1506,157,73
2471,2020-10-04,Zuid-Holland,41286,2585,1426
2472,2020-10-05,Drenthe,1528,125,51
2473,2020-10-05,Flevoland,2562,296,101
2474,2020-10-05,Friesland,2026,142,70
2475,2020-10-05,Gelderland,13588,1593,708
2476,2020-10-05,Groningen,2416,77,20
2477,2020-10-05,Limburg,7287,1598,768
2478,2020-10-05,Noord-Brabant,20323,2854,1567
2479,2020-10-05,Noord-Holland,28876,1928,876
2480,2020-10-05,Overijssel,6112,577,347
2481,2020-10-05,Utrecht,11388,980,451
