,date,province,total,admitted,deaths
1487,2020-06-30,Zuid-Holland,27,1,2
1488,2020-07-01,Drenthe,0,0,0
1489,2020-07-01,Flevoland,1,0,0
1490,2020-07-01,Fryslân,0,0,0
1491,2020-07-01,Gelderland,6,0,2
1492,2020-07-01,Groningen,0,0,0
1493,2020-07-01,Limburg,3,0,0
1494,2020-07-01,Noord-Brabant,8,1,0
1495,2020-07-01,Noord-Holland,12,0,0
1496,2020-07-01,Overijssel,2,0,0
1497,2020-07-01,Utrecht,4,0,0
1498,2020-07-01,Zeeland,0,0,0
1499,2020-07-01,Zuid-Holland,26,0,1
1500,2020-07-02,Drenthe,0,0,0
1501,2020-07-02,Flevoland,0,0,0
1502,2020-07-02,Fryslân,2,0,0
1503,2020-07-02,Gelderland,6,0,1
1504,2020-07-02,Groningen,0,0,0
1505,2020-07-02,Limburg,3,0,0
1506,2020-07-02,Noord-Brabant,8,0,1
1507,2020-07-02,Noord-Holland,19,0,0
1508,2020-07-02,Overijssel,2,0,0
1509,2020-07-02,Utrecht,1,0,0
1510,2020-07-02,Zeeland,2,0,0
1511,2020-07-02,Zuid-Holland,32,0,1
1512,2020-07-03,Drenthe,0,0,0
1513,2020-07-03,Flevoland,0,0,1
1514,2020-07-03,Fryslân,0,0,0
1515,2020-07-03,Gelderland,3,0,0
1516,2020-07-03,Groningen,0,0,0
1517,2020-07-03,Limburg,5,0,0
1518,2020-07-03,Noord-Brabant,8,0,0
1519,2020-07-03,Noord-Holland,20,0,0
1520,2020-07-03,Overijssel,5,0,0
1521,2020-07-03,Utrecht,2,1,1
1522,2020-07-03,Zeeland,1,0,0
1523,2020-07-03,Zuid-Holland,32,3,0
1524,2020-07-04,Drenthe,0,0,0
1525,2020-07-04,Flevoland,2,0,0
1526,2020-07-04,Fryslân,1,0,4
1527,2020-07-04,Gelderland,1,0,0
1528,2020-07-04,Groningen,0,0,0
1529,2020-07-04,Limburg,1,0,0
1530,2020-07-04,Noord-Brabant,13,0,0
1531,2020-07-04,Noord-Holland,12,0,0
1532,2020-07-04,Overijssel,0,0,1
1533,2020-07-04,Utrecht,13,0,0
1534,2020-07-04,Zeeland,1,0,0
1535,2020-07-04,Zuid-Holland,21,1,1
1536,2020-07-05,Drenthe,0,0,0
1537,2020-07-05,Flevoland,0,0,0
1538,2020-07-05,Fryslân,1,0,0
1539,2020-07-05,Gelderland,4,0,0
1540,2020-07-05,Groningen,2,0,0
1541,2020-07-05,Limburg,1,0,0
1542,2020-07-05,Noord-Brabant,9,0,0
1543,2020-07-05,Noord-Holland,10,0,0
1544,2020-07-05,Overijssel,3,0,0
1545,2020-07-05,Utrecht,12,0,1
1546,2020-07-05,Zeeland,3,0,0
1547,2020-07-05,Zuid-Holland,27,0,0
1548,2020-07-06,Drenthe,1,0,0
1549,2020-07-06,Flevoland,0,0,0
1550,2020-07-06,Fryslân,0,0,0
1551,2020-07-06,Gelderland,2,0,0
1552,2020-07-06,Groningen,0,0,0
1553,2020-07-06,Limburg,1,0,0
1554,2020-07-06,Noord-Brabant,3,0,0
1555,2020-07-06,Noord-Holland,4,0,0
1556,2020-07-06,Overijssel,5,0,0
1557,2020-07-06,Utrecht,6,0,0
1558,2020-07-06,Zeeland,0,0,0
1559,2020-07-06,Zuid-Holland,19,0,1
1560,2020-07-07,Drenthe,0,0,0
1561,2020-07-07,Flevoland,0,0,0
1562,2020-07-07,Fryslân,0,0,0
1563,2020-07-07,Gelderland,1,1,0
1564,2020-07-07,Groningen,0,0,0
1565,2020-07-07,Limburg,1,0,0
1566,2020-07-07,Noord-Brabant,10,0,0
1567,2020-07-07,Noord-Holland,7,0,0
1568,2020-07-07,Overijssel,3,0,0
1569,2020-07-07,Utrecht,4,1,1
1570,2020-07-07,Zeeland,0,0,0
1571,2020-07-07,Zuid-Holland,8,1,3
1572,2020-07-08,Drenthe,0,0,0
1573,2020-07-08,Flevoland,0,0,0
1574,2020-07-08,Fryslân,1,0,0
1575,2020-07-08,Gelderland,5,3,0
1576,2020-07-08,Groningen,1,0,0
1577,2020-07-08,Limburg,1,0,0
1578,2020-07-08,Noord-Brabant,11,0,1
1579,2020-07-08,Noord-Holland,12,0,0
1580,2020-07-08,Overijssel,4,0,0
1581,2020-07-08,Utrecht,0,0,0
1582,2020-07-08,Zeeland,1,0,0
1583,2020-07-08,Zuid-Holland,21,1,2
1584,2020-07-09,Drenthe,0,0,0
1585,2020-07-09,Flevoland,0,0,0
1586,2020-07-09,Fryslân,0,0,0
1587,2020-07-09,Gelderland,2,0,0
1588,2020-07-09,Groningen,1,0,0
1589,2020-07-09,Limburg,2,0,0
1590,2020-07-09,Noord-Brabant,9,0,0
1591,2020-07-09,Noord-Holland,7,0,1
1592,2020-07-09,Overijssel,2,0,0
1593,2020-07-09,Utrecht,12,0,1
1594,2020-07-09,Zeeland,0,0,0
1595,2020-07-09,Zuid-Holland,25,0,0
1596,2020-07-10,Drenthe,1,0,0
1597,2020-07-10,Flevoland,1,0,0
1598,2020-07-10,Fryslân,1,0,0
1599,2020-07-10,Gelderland,6,1,0
1600,2020-07-10,Groningen,0,0,0
1601,2020-07-10,Limburg,1,0,0
1602,2020-07-10,Noord-Brabant,11,0,0
1603,2020-07-10,Noord-Holland,12,1,1
1604,2020-07-10,Overijssel,1,0,0
1605,2020-07-10,Utrecht,10,0,0
1606,2020-07-10,Zeeland,0,0,0
1607,2020-07-10,Zuid-Holland,21,1,0
1608,2020-07-11,Drenthe,0,0,0
1609,2020-07-11,Flevoland,1,0,0
1610,2020-07-11,Fryslân,0,0,0
1611,2020-07-11,Gelderland,2,0,0
1612,2020-07-11,Groningen,1,0,0
1613,2020-07-11,Limburg,0,0,0
1614,2020-07-11,Noord-Brabant,14,0,0
1615,2020-07-11,Noord-Holland,14,1,0
1616,2020-07-11,Overijssel,4,0,1
1617,2020-07-11,Utrecht,10,0,1
1618,2020-07-11,Zeeland,2,0,0
1619,2020-07-11,Zuid-Holland,36,3,2
1620,2020-07-12,Drenthe,0,0,0
1621,2020-07-12,Flevoland,0,0,0
1622,2020-07-12,Fryslân,1,0,0
1623,2020-07-12,Gelderland,4,0,0
1624,2020-07-12,Groningen,0,0,0
1625,2020-07-12,Limburg,3,0,0
1626,2020-07-12,Noord-Brabant,20,2,0
1627,2020-07-12,Noord-Holland,9,0,0
1628,2020-07-12,Overijssel,4,0,0
1629,2020-07-12,Utrecht,8,0,0
1630,2020-07-12,Zeeland,0,0,0
1631,2020-07-12,Zuid-Holland,46,0,0
1632,2020-07-13,Drenthe,0,0,0
1633,2020-07-13,Flevoland,0,0,0
1634,2020-07-13,Fryslân,0,0,0
1635,2020-07-13,Gelderland,4,0,0
1636,2020-07-13,Groningen,0,0,0
1637,2020-07-13,Limburg,1,0,0
1638,2020-07-13,Noord-Brabant,12,0,0
1639,2020-07-13,Noord-Holland,16,0,0
1640,2020-07-13,Overijssel,1,0,0
1641,2020-07-13,Utrecht,9,0,0
1642,2020-07-13,Zeeland,2,0,0
1643,2020-07-13,Zuid-Holland,27,1,0
1644,2020-07-14,Drenthe,0,0,0
1645,2020-07-14,Flevoland,0,0,0
1646,2020-07-14,Fryslân,1,0,0
1647,2020-07-14,Gelderland,8,0,2
1648,2020-07-14,Groningen,0,0,1
1649,2020-07-14,Limburg,1,0,2
1650,2020-07-14,Noord-Brabant,7,5,2
1651,2020-07-14,Noord-Holland,14,1,0
1652,2020-07-14,Overijssel,1,0,4
1653,2020-07-14,Utrecht,6,1,0
1654,2020-07-14,Zeeland,7,0,0
1655,2020-07-14,Zuid-Holland,53,1,0
1656,2020-07-15,Drenthe,1,0,0
1657,2020-07-15,Flevoland,0,0,0
1658,2020-07-15,Fryslân,1,0,0
1659,2020-07-15,Gelderland,6,0,0
1660,2020-07-15,Groningen,0,0,0
1661,2020-07-15,Limburg,5,1,0
1662,2020-07-15,Noord-Brabant,5,0,0
1663,2020-07-15,Noord-Holland,14,0,0
1664,2020-07-15,Overijssel,4,0,0
1665,2020-07-15,Utrecht,14,0,0
1666,2020-07-15,Zeeland,8,0,0
1667,2020-07-15,Zuid-Holland,51,4,1
1668,2020-07-16,Drenthe,0,0,0
1669,2020-07-16,Flevoland,0,0,0
1670,2020-07-16,Fryslân,2,0,0
1671,2020-07-16,Gelderland,6,0,0
1672,2020-07-16,Groningen,0,0,0
1673,2020-07-16,Limburg,1,0,0
1674,2020-07-16,Noord-Brabant,15,0,0
1675,2020-07-16,Noord-Holland,24,0,0
1676,2020-07-16,Overijssel,3,0,0
1677,2020-07-16,Utrecht,13,1,1
1678,2020-07-16,Zeeland,6,0,0
1679,2020-07-16,Zuid-Holland,49,0,1
1680,2020-07-17,Drenthe,2,0,0
1681,2020-07-17,Flevoland,0,0,0
1682,2020-07-17,Fryslân,1,0,0
1683,2020-07-17,Gelderland,1,0,0
1684,2020-07-17,Groningen,0,0,0
1685,2020-07-17,Limburg,1,0,1
1686,2020-07-17,Noord-Brabant,17,0,0
1687,2020-07-17,Noord-Holland,21,0,0
1688,2020-07-17,Overijssel,4,0,0
1689,2020-07-17,Utrecht,8,1,0
1690,2020-07-17,Zeeland,6,0,0
1691,2020-07-17,Zuid-Holland,48,0,1
1692,2020-07-18,Drenthe,3,1,0
1693,2020-07-18,Flevoland,0,0,0
1694,2020-07-18,Fryslân,1,0,0
1695,2020-07-18,Gelderland,5,0,0
1696,2020-07-18,Groningen,0,0,0
1697,2020-07-18,Limburg,5,1,1
1698,2020-07-18,Noord-Brabant,16,0,0
1699,2020-07-18,Noord-Holland,39,0,0
1700,2020-07-18,Overijssel,2,0,0
1701,2020-07-18,Utrecht,11,0,0
1702,2020-07-18,Zeeland,14,1,0
1703,2020-07-18,Zuid-Holland,49,0,0
1704,2020-07-19,Drenthe,0,0,0
1705,2020-07-19,Flevoland,0,0,0
1706,2020-07-19,Fryslân,0,0,0
1707,2020-07-19,Gelderland,5,1,0
1708,2020-07-19,Groningen,1,0,0
1709,2020-07-19,Limburg,1,0,0
1710,2020-07-19,Noord-Brabant,19,0,0
1711,2020-07-19,Noord-Holland,43,0,0
1712,2020-07-19,Overijssel,4,0,0
1713,2020-07-19,Utrecht,15,0,0
1714,2020-07-19,Zeeland,6,0,0
1715,2020-07-19,Zuid-Holland,51,2,0
1716,2020-07-20,Drenthe,0,0,0
1717,2020-07-20,Flevoland,1,0,0
1718,2020-07-20,Fryslân,0,0,0
1719,2020-07-20,Gelderland,6,0,0
1720,2020-07-20,Groningen,0,0,0
1721,2020-07-20,Limburg,4,0,0
1722,2020-07-20,Noord-Brabant,23,0,0
1723,2020-07-20,Noord-Holland,35,2,0
1724,2020-07-20,Overijssel,10,0,0
1725,2020-07-20,Utrecht,25,0,0
1726,2020-07-20,Zeeland,6,0,0
1727,2020-07-20,Zuid-Holland,73,0,0
1728,2020-07-21,Drenthe,1,0,0
1729,2020-07-21,Flevoland,0,0,0
1730,2020-07-21,Fryslân,0,0,0
1731,2020-07-21,Gelderland,12,0,0
1732,2020-07-21,Groningen,1,0,0
1733,2020-07-21,Limburg,3,0,1
1734,2020-07-21,Noord-Brabant,15,0,0
1735,2020-07-21,Noord-Holland,40,1,0
1736,2020-07-21,Overijssel,2,0,0
1737,2020-07-21,Utrecht,11,0,0
1738,2020-07-21,Zeeland,3,0,0
1739,2020-07-21,Zuid-Holland,81,0,0
1740,2020-07-22,Drenthe,2,1,0
1741,2020-07-22,Flevoland,1,0,0
1742,2020-07-22,Fryslân,2,0,0
1743,2020-07-22,Gelderland,6,0,0
1744,2020-07-22,Groningen,0,0,0
1745,2020-07-22,Limburg,1,0,0
1746,2020-07-22,Noord-Brabant,25,0,0
1747,2020-07-22,Noord-Holland,39,0,1
1748,2020-07-22,Overijssel,4,0,0
1749,2020-07-22,Utrecht,13,0,0
1750,2020-07-22,Zeeland,3,0,0
1751,2020-07-22,Zuid-Holland,74,0,2
1752,2020-07-23,Drenthe,3,0,0
1753,2020-07-23,Flevoland,1,0,0
1754,2020-07-23,Fryslân,0,0,0
1755,2020-07-23,Gelderland,3,0,0
1756,2020-07-23,Groningen,0,0,0
1757,2020-07-23,Limburg,0,0,0
1758,2020-07-23,Noord-Brabant,15,2,0
1759,2020-07-23,Noord-Holland,32,0,0
1760,2020-07-23,Overijssel,1,0,0
1761,2020-07-23,Utrecht,15,1,0
1762,2020-07-23,Zeeland,5,0,0
1763,2020-07-23,Zuid-Holland,89,0,0
1764,2020-07-24,Drenthe,1,0,0
1765,2020-07-24,Flevoland,2,0,0
1766,2020-07-24,Fryslân,2,0,0
1767,2020-07-24,Gelderland,9,0,0
1768,2020-07-24,Groningen,1,0,0
1769,2020-07-24,Limburg,4,0,0
1770,2020-07-24,Noord-Brabant,22,0,0
1771,2020-07-24,Noord-Holland,35,2,0
1772,2020-07-24,Overijssel,0,0,0
1773,2020-07-24,Utrecht,3,0,0
1774,2020-07-24,Zeeland,6,0,0
1775,2020-07-24,Zuid-Holland,70,1,0
1776,2020-07-25,Drenthe,2,0,0
1777,2020-07-25,Flevoland,3,0,0
1778,2020-07-25,Fryslân,0,0,0
1779,2020-07-25,Gelderland,10,0,0
1780,2020-07-25,Groningen,2,0,0
1781,2020-07-25,Limburg,3,0,0
1782,2020-07-25,Noord-Brabant,18,0,0
1783,2020-07-25,Noord-Holland,36,1,0
1784,2020-07-25,Overijssel,2,1,0
1785,2020-07-25,Utrecht,22,0,0
1786,2020-07-25,Zeeland,7,0,0
1787,2020-07-25,Zuid-Holland,79,1,1
1788,2020-07-26,Drenthe,1,0,0
1789,2020-07-26,Flevoland,1,0,0
1790,2020-07-26,Fryslân,0,0,0
1791,2020-07-26,Gelderland,11,1,0
1792,2020-07-26,Groningen,3,0,0
1793,2020-07-26,Limburg,2,0,0
1794,2020-07-26,Noord-Brabant,27,0,0
1795,2020-07-26,Noord-Holland,47,1,0
1796,2020-07-26,Overijssel,1,0,0
1797,2020-07-26,Utrecht,16,0,0
1798,2020-07-26,Zeeland,5,0,0
1799,2020-07-26,Zuid-Holland,99,0,0
1800,2020-07-27,Drenthe,0,0,0
1801,2020-07-27,Flevoland,1,0,0
1802,2020-07-27,Fryslân,1,0,0
1803,2020-07-27,Gelderland,8,0,0
1804,2020-07-27,Groningen,2,0,0
1805,2020-07-27,Limburg,4,0,0
1806,2020-07-27,Noord-Brabant,16,1,1
1807,2020-07-27,Noord-Holland,61,0,0
1808,2020-07-27,Overijssel,4,0,0
1809,2020-07-27,Utrecht,11,0,0
1810,2020-07-27,Zeeland,8,0,0
1811,2020-07-27,Zuid-Holland,93,3,0
1812,2020-07-28,Drenthe,0,0,0
1813,2020-07-28,Flevoland,2,1,0
1814,2020-07-28,Fryslân,0,0,0
1815,2020-07-28,Gelderland,6,0,0
1816,2020-07-28,Groningen,2,0,0
1817,2020-07-28,Limburg,2,0,1
1818,2020-07-28,Noord-Brabant,35,0,0
1819,2020-07-28,Noord-Holland,49,3,0
1820,2020-07-28,Overijssel,0,0,0
1821,2020-07-28,Utrecht,9,1,1
1822,2020-07-28,Zeeland,8,0,0
1823,2020-07-28,Zuid-Holland,111,1,2
1824,2020-07-29,Drenthe,0,0,0
1825,2020-07-29,Flevoland,4,0,1
1826,2020-07-29,Fryslân,1,0,0
1827,2020-07-29,Gelderland,5,1,0
1828,2020-07-29,Groningen,1,0,0
1829,2020-07-29,Limburg,3,0,0
1830,2020-07-29,Noord-Brabant,39,1,0
1831,2020-07-29,Noord-Holland,46,1,0
1832,2020-07-29,Overijssel,6,0,0
1833,2020-07-29,Utrecht,24,0,0
1834,2020-07-29,Zeeland,8,0,0
1835,2020-07-29,Zuid-Holland,111,0,1
1836,2020-07-30,Drenthe,1,0,0
1837,2020-07-30,Flevoland,1,0,0
1838,2020-07-30,Fryslân,1,0,0
1839,2020-07-30,Gelderland,12,0,0
1840,2020-07-30,Groningen,2,0,0
1841,2020-07-30,Limburg,4,0,0
1842,2020-07-30,Noord-Brabant,45,0,0
1843,2020-07-30,Noord-Holland,94,2,0
1844,2020-07-30,Overijssel,0,0,0
1845,2020-07-30,Utrecht,24,1,0
1846,2020-07-30,Zeeland,8,0,0
1847,2020-07-30,Zuid-Holland,149,1,0
1848,2020-07-31,Drenthe,1,0,0
1849,2020-07-31,Flevoland,9,3,0
1850,2020-07-31,Fryslân,2,0,0
1851,2020-07-31,Gelderland,15,0,0
1852,2020-07-31,Groningen,3,0,0
1853,2020-07-31,Limburg,2,0,0
1854,2020-07-31,Noord-Brabant,36,1,0
1855,2020-07-31,Noord-Holland,73,0,0
1856,2020-07-31,Overijssel,3,0,0
1857,2020-07-31,Utrecht,35,1,0
1858,2020-07-31,Zeeland,4,0,0
1859,2020-07-31,Zuid-Holland,158,2,0
1860,2020-08-01,Drenthe,1,0,0
1861,2020-08-01,Flevoland,9,0,0
1862,2020-08-01,Fryslân,1,0,0
1863,2020-08-01,Gelderland,24,0,0
1864,2020-08-01,Groningen,3,0,0
1865,2020-08-01,Limburg,7,0,0
1866,2020-08-01,Noord-Brabant,49,1,0
1867,2020-08-01,Noord-Holland,95,0,0
1868,2020-08-01,Overijssel,7,0,0
1869,2020-08-01,Utrecht,24,0,0
1870,2020-08-01,Zeeland,4,0,0
1871,2020-08-01,Zuid-Holland,207,3,1
1872,2020-08-02,Drenthe,1,0,0
1873,2020-08-02,Flevoland,4,0,0
1874,2020-08-02,Fryslân,3,0,0
1875,2020-08-02,Gelderland,11,0,0
1876,2020-08-02,Groningen,3,0,0
1877,2020-08-02,Limburg,4,0,0
1878,2020-08-02,Noord-Brabant,61,0,1
1879,2020-08-02,Noord-Holland,60,2,0
1880,2020-08-02,Overijssel,3,0,0
1881,2020-08-02,Utrecht,24,1,0
1882,2020-08-02,Zeeland,5,0,0
1883,2020-08-02,Zuid-Holland,180,3,0
1884,2020-08-03,Drenthe,1,0,0
1885,2020-08-03,Flevoland,8,1,0
1886,2020-08-03,Fryslân,1,0,0
1887,2020-08-03,Gelderland,1,0,0
1888,2020-08-03,Groningen,3,0,0
1889,2020-08-03,Limburg,4,0,0
1890,2020-08-03,Noord-Brabant,53,2,0
1891,2020-08-03,Noord-Holland,72,0,0
1892,2020-08-03,Overijssel,7,0,0
1893,2020-08-03,Utrecht,16,0,0
1894,2020-08-03,Zeeland,8,0,0
1895,2020-08-03,Zuid-Holland,198,4,0
1896,2020-08-04,Drenthe,0,0,0
1897,2020-08-04,Flevoland,6,0,0
1898,2020-08-04,Fryslân,0,0,0
1899,2020-08-04,Gelderland,8,0,0
1900,2020-08-04,Groningen,7,0,0
1901,2020-08-04,Limburg,4,1,0
1902,2020-08-04,Noord-Brabant,52,0,0
1903,2020-08-04,Noord-Holland,177,3,0
1904,2020-08-04,Overijssel,3,0,0
1905,2020-08-04,Utrecht,28,1,2
1906,2020-08-04,Zeeland,10,1,0
1907,2020-08-04,Zuid-Holland,192,1,0
1908,2020-08-05,Drenthe,5,0,0
1909,2020-08-05,Flevoland,3,0,0
1910,2020-08-05,Fryslân,0,0,0
1911,2020-08-05,Gelderland,9,0,0
1912,2020-08-05,Groningen,5,0,0
1913,2020-08-05,Limburg,8,0,0
1914,2020-08-05,Noord-Brabant,52,2,1
1915,2020-08-05,Noord-Holland,92,1,0
1916,2020-08-05,Overijssel,5,0,0
1917,2020-08-05,Utrecht,25,0,1
1918,2020-08-05,Zeeland,9,0,0
1919,2020-08-05,Zuid-Holland,215,2,1
1920,2020-08-06,Drenthe,3,0,0
1921,2020-08-06,Flevoland,6,0,0
1922,2020-08-06,Fryslân,0,0,0
1923,2020-08-06,Gelderland,19,1,0
1924,2020-08-06,Groningen,6,0,0
1925,2020-08-06,Limburg,8,0,0
1926,2020-08-06,Noord-Brabant,59,0,0
1927,2020-08-06,Noord-Holland,197,0,0
1928,2020-08-06,Overijssel,11,0,0
1929,2020-08-06,Utrecht,51,0,0
1930,2020-08-06,Zeeland,6,0,0
1931,2020-08-06,Zuid-Holland,239,2,0
1932,2020-08-07,Drenthe,1,0,0
1933,2020-08-07,Flevoland,4,0,0
1934,2020-08-07,Fryslân,1,0,0
1935,2020-08-07,Gelderland,23,0,0
1936,2020-08-07,Groningen,7,0,0
1937,2020-08-07,Limburg,9,0,0
1938,2020-08-07,Noord-Brabant,70,1,1
1939,2020-08-07,Noord-Holland,118,2,0
1940,2020-08-07,Overijssel,12,0,0
1941,2020-08-07,Utrecht,49,0,0
1942,2020-08-07,Zeeland,4,0,0
1943,2020-08-07,Zuid-Holland,219,1,0
1944,2020-08-08,Drenthe,3,0,0
1945,2020-08-08,Flevoland,4,0,0
1946,2020-08-08,Fryslân,3,0,0
1947,2020-08-08,Gelderland,19,0,0
1948,2020-08-08,Groningen,7,0,0
1949,2020-08-08,Limburg,7,0,0
1950,2020-08-08,Noord-Brabant,75,1,2
1951,2020-08-08,Noord-Holland,131,2,1
1952,2020-08-08,Overijssel,9,0,0
1953,2020-08-08,Utrecht,36,0,0
1954,2020-08-08,Zeeland,8,0,0
1955,2020-08-08,Zuid-Holland,182,0,0
1956,2020-08-09,Drenthe,5,0,0
1957,2020-08-09,Flevoland,5,0,0
1958,2020-08-09,Fryslân,2,0,0
1959,2020-08-09,Gelderland,38,1,0
1960,2020-08-09,Groningen,7,0,0
1961,2020-08-09,Limburg,17,0,0
1962,2020-08-09,Noord-Brabant,86,1,0
1963,2020-08-09,Noord-Holland,128,3,0
1964,2020-08-09,Overijssel,6,0,0
1965,2020-08-09,Utrecht,34,0,0
1966,2020-08-09,Zeeland,6,0,0
1967,2020-08-09,Zuid-Holland,243,2,0
1968,2020-08-10,Drenthe,0,0,0
1969,2020-08-10,Flevoland,32,0,0
1970,2020-08-10,Fryslân,22,0,0
1971,2020-08-10,Gelderland,29,0,0
1972,2020-08-10,Groningen,10,0,0
1973,2020-08-10,Limburg,25,1,0
1974,2020-08-10,Noord-Brabant,93,0,0
1975,2020-08-10,Noord-Holland,226,4,0
1976,2020-08-10,Overijssel,8,0,0
1977,2020-08-10,Utrecht,32,1,0
1978,2020-08-10,Zeeland,23,0,0
1979,2020-08-10,Zuid-Holland,287,2,0
1980,2020-08-11,Drenthe,2,0,0
1981,2020-08-11,Flevoland,15,3,0
1982,2020-08-11,Fryslân,6,0,0
1983,2020-08-11,Gelderland,28,1,1
1984,2020-08-11,Groningen,4,0,0
1985,2020-08-11,Limburg,7,0,0
1986,2020-08-11,Noord-Brabant,80,0,0
1987,2020-08-11,Noord-Holland,168,1,0
1988,2020-08-11,Overijssel,8,0,0
1989,2020-08-11,Utrecht,44,1,0
1990,2020-08-11,Zeeland,3,0,0
1991,2020-08-11,Zuid-Holland,255,4,1
1992,2020-08-12,Drenthe,2,0,0
1993,2020-08-12,Flevoland,10,0,0
1994,2020-08-12,Fryslân,11,0,0
1995,2020-08-12,Gelderland,31,0,0
1996,2020-08-12,Groningen,11,0,0
1997,2020-08-12,Limburg,12,0,0
1998,2020-08-12,Noord-Brabant,57,0,1
1999,2020-08-12,Noord-Holland,157,3,0
2000,2020-08-12,Overijssel,13,0,0
2001,2020-08-12,Utrecht,46,0,0
2002,2020-08-12,Zeeland,6,0,0
2003,2020-08-12,Zuid-Holland,295,5,1
2004,2020-08-13,Drenthe,3,0,0
2005,2020-08-13,Flevoland,9,0,0
2006,2020-08-13,Fryslân,9,0,0
2007,2020-08-13,Gelderland,25,0,0
2008,2020-08-13,Groningen,13,0,0
2009,2020-08-13,Limburg,17,1,0
2010,2020-08-13,Noord-Brabant,55,1,1
2011,2020-08-13,Noord-Holland,121,1,3
2012,2020-08-13,Overijssel,17,0,0
2013,2020-08-13,Utrecht,52,0,0
2014,2020-08-13,Zeeland,4,0,0
2015,2020-08-13,Zuid-Holland,251,4,0
2016,2020-08-14,Drenthe,1,0,0
2017,2020-08-14,Flevoland,17,1,0
2018,2020-08-14,Fryslân,10,0,0
2019,2020-08-14,Gelderland,23,0,0
2020,2020-08-14,Groningen,12,0,0
2021,2020-08-14,Limburg,17,1,0
2022,2020-08-14,Noord-Brabant,70,1,0
2023,2020-08-14,Noord-Holland,195,2,1
2024,2020-08-14,Overijssel,15,1,0
2025,2020-08-14,Utrecht,36,0,0
2026,2020-08-14,Zeeland,3,0,0
2027,2020-08-14,Zuid-Holland,228,5,1
2028,2020-08-15,Drenthe,2,0,0
2029,2020-08-15,Flevoland,7,0,0
2030,2020-08-15,Fryslân,5,0,0
2031,2020-08-15,Gelderland,22,0,0
2032,2020-08-15,Groningen,8,0,0
2033,2020-08-15,Limburg,36,2,0
2034,2020-08-15,Noord-Brabant,70,0,1
2035,2020-08-15,Noord-Holland,195,0,0
2036,2020-08-15,Overijssel,7,0,0
2037,2020-08-15,Utrecht,29,0,0
2038,2020-08-15,Zeeland,5,0,0
2039,2020-08-15,Zuid-Holland,270,5,1
2040,2020-08-16,Drenthe,1,0,0
2041,2020-08-16,Flevoland,10,0,0
2042,2020-08-16,Fryslân,6,0,0
2043,2020-08-16,Gelderland,31,2,0
2044,2020-08-16,Groningen,15,0,0
2045,2020-08-16,Limburg,21,0,0
2046,2020-08-16,Noord-Brabant,66,0,1
2047,2020-08-16,Noord-Holland,129,1,0
2048,2020-08-16,Overijssel,12,0,0
2049,2020-08-16,Utrecht,35,1,0
2050,2020-08-16,Zeeland,5,0,0
2051,2020-08-16,Zuid-Holland,168,2,2
2052,2020-08-17,Drenthe,3,0,0
2053,2020-08-17,Flevoland,13,0,0
2054,2020-08-17,Fryslân,11,0,0
2055,2020-08-17,Gelderland,19,0,0
2056,2020-08-17,Groningen,9,0,0
2057,2020-08-17,Limburg,6,1,0
2058,2020-08-17,Noord-Brabant,63,0,1
2059,2020-08-17,Noord-Holland,160,1,0
2060,2020-08-17,Overijssel,7,0,0
2061,2020-08-17,Utrecht,32,2,0
2062,2020-08-17,Zeeland,1,0,0
2063,2020-08-17,Zuid-Holland,162,1,0
2064,2020-08-18,Drenthe,1,0,0
2065,2020-08-18,Flevoland,7,0,0
2066,2020-08-18,Fryslân,12,0,0
2067,2020-08-18,Gelderland,21,0,0
2068,2020-08-18,Groningen,9,0,0
2069,2020-08-18,Limburg,11,0,0
2070,2020-08-18,Noord-Brabant,71,0,0
2071,2020-08-18,Noord-Holland,158,1,2
2072,2020-08-18,Overijssel,14,0,0
2073,2020-08-18,Utrecht,22,0,0
2074,2020-08-18,Zeeland,3,0,0
2075,2020-08-18,Zuid-Holland,164,8,1
2076,2020-08-19,Drenthe,2,0,0
2077,2020-08-19,Flevoland,15,1,0
2078,2020-08-19,Fryslân,8,0,0
2079,2020-08-19,Gelderland,31,1,1
2080,2020-08-19,Groningen,5,0,0
2081,2020-08-19,Limburg,13,0,0
2082,2020-08-19,Noord-Brabant,65,4,0
2083,2020-08-19,Noord-Holland,160,3,1
2084,2020-08-19,Overijssel,12,0,0
2085,2020-08-19,Utrecht,45,0,0
2086,2020-08-19,Zeeland,9,0,0
2087,2020-08-19,Zuid-Holland,188,5,7
2088,2020-08-20,Drenthe,3,0,0
2089,2020-08-20,Flevoland,13,1,0
2090,2020-08-20,Fryslân,4,0,0
2091,2020-08-20,Gelderland,26,0,0
2092,2020-08-20,Groningen,9,0,0
2093,2020-08-20,Limburg,23,0,0
2094,2020-08-20,Noord-Brabant,51,0,0
2095,2020-08-20,Noord-Holland,160,2,0
2096,2020-08-20,Overijssel,18,1,1
2097,2020-08-20,Utrecht,33,1,0
2098,2020-08-20,Zeeland,7,0,0
2099,2020-08-20,Zuid-Holland,184,4,4
2100,2020-08-21,Drenthe,2,0,0
2101,2020-08-21,Flevoland,14,0,0
2102,2020-08-21,Fryslân,4,0,0
2103,2020-08-21,Gelderland,36,0,0
2104,2020-08-21,Groningen,7,0,0
2105,2020-08-21,Limburg,23,0,0
2106,2020-08-21,Noord-Brabant,79,1,0
2107,2020-08-21,Noord-Holland,142,3,0
