,Date,Rt_low,Rt_avg,Rt_up,population,version
539,2021-08-09,0.97,1.0,1.04,testpos,1
540,2021-08-10,0.96,1.0,1.04,testpos,1
541,2021-08-11,0.96,1.0,1.04,testpos,1
542,2021-08-12,0.97,1.01,1.05,testpos,1
543,2021-08-13,0.99,1.03,1.07,testpos,1
544,2021-08-14,0.99,1.03,1.07,testpos,1
545,2021-08-15,0.98,1.02,1.06,testpos,1
546,2021-08-16,0.97,1.01,1.04,testpos,1
547,2021-08-17,0.97,1.01,1.05,testpos,1
548,2021-08-18,0.97,1.01,1.05,testpos,1
549,2021-08-19,0.97,1.02,1.06,testpos,1
550,2021-08-20,0.98,1.02,1.06,testpos,1
551,2021-08-21,0.97,1.01,1.05,testpos,1
552,2021-08-22,0.95,0.99,1.03,testpos,1
553,2021-08-23,0.94,0.98,1.02,testpos,1
554,2021-08-24,0.94,0.98,1.02,testpos,1
555,2021-08-25,0.95,0.99,1.03,testpos,1
556,2021-08-26,0.98,1.02,1.06,testpos,1
557,2021-08-27,1.0,,1.08,testpos,1
558,2021-08-28,1.01,,1.09,testpos,1
559,2021-08-29,1.0,,1.08,testpos,1
560,2021-08-30,0.98,,1.05,testpos,1
561,2021-08-31,0.96,,1.04,testpos,1
562,2021-09-01,0.97,,1.05,testpos,1
563,2021-09-02,0.98,,1.06,testpos,1
564,2021-09-03,0.98,,1.08,testpos,1
565,2021-09-04,0.97,,1.08,testpos,1
566,2021-09-05,0.95,,1.09,testpos,1
567,2021-09-06,0.92,,1.11,testpos,1
568,2021-09-07,0.9,,1.15,testpos,1
569,2021-09-08,0.88,,1.2,testpos,1
570,2021-09-09,0.88,,1.2,testpos,1
